 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
1713,550,875,16.972,14.919,0,0.296,1.726,3.938,10.331,29.768,12.656
1714,550,876,16.228,9.695,0,0.288,1.817,4.169,11.080,32.972,15.138
1715,550,878,13.043,1.988,0,0.220,1.594,3.583,9.627,29.161,15.777
1716,551,874,1.523,35.362,0,0.229,1.421,2.701,6.096,15.924,16.851
1717,551,876,1.823,25.106,0,0.218,1.704,4.082,11.813,38.319,15.404
1718,552,877,42.751,18.388,0,0.195,1.287,2.280,4.866,12.320,6.696
1719,552,879,55.618,8.617,0,0.249,1.753,4.239,11.981,37.423,5.439
1720,553,877,74.488,21.067,0,0.242,1.539,3.317,8.632,25.757,9.901
1721,553,879,77.147,2.528,0,0.309,1.670,3.562,8.822,24.697,19.248
1722,554,877,83.399,35.180,0,0.385,1.739,3.707,8.850,23.067,6.847
1723,554,879,70.625,41.433,0,0.200,1.397,2.839,7.106,20.640,16.248
1724,554,881,59.864,30.220,0,0.722,1.398,2.572,5.445,12.941,3.4e38
1725,554,883,75.948,40.819,0,0.338,1.750,3.921,10.039,28.266,35.992
1726,554,885,88.128,35.265,0,0.278,1.633,3.591,9.184,26.058,3.762
1727,555,878,41.775,7.672,0,0.265,1.458,2.668,5.501,12.555,3.083
1728,555,880,32.027,21.788,0,0.272,1.409,2.758,6.438,17.238,8.839
1729,556,878,55.507,24.420,0,0.221,1.533,3.263,8.447,25.380,13.163
1730,556,880,59.911,30.377,0,0.436,1.569,3.109,6.925,16.891,7.564
1731,557,882,41.260,2.753,0,0.263,1.659,3.459,8.098,20.677,37.380
1732,557,884,41.780,6.585,0,0.276,1.371,2.560,5.649,14.289,4.418
1733,557,885,39.813,1.235,0,0.131,1.313,2.259,4.694,11.591,14.707
1734,558,882,11.040,37.401,0,0.366,1.602,3.407,8.481,23.774,32.160
1735,558,884,24.343,30.597,0,0.318,1.699,3.878,10.353,30.795,16.466
1736,558,886,25.067,33.024,0,0.274,1.609,3.375,8.196,22.230,6.420
1737,558,888,35.048,37.044,0,0.211,1.729,4.299,12.573,40.363,6.361
1738,559,883,83.496,12.238,0,0.278,1.797,4.209,11.136,31.899,42.082
1739,559,884,91.653,11.300,0,0.233,1.535,3.065,7.070,18.340,5.480
1740,560,886,23.482,39.287,0,0.185,1.320,2.510,6.022,17.549,22.648
1741,560,888,40.597,38.433,0,0.191,1.273,2.551,6.816,22.343,29.516
1742,561,886,91.919,81.007,0,0.229,1.503,2.925,6.586,16.635,14.053
1743,561,888,92.146,74.794,0,0.197,1.409,2.631,5.699,14.066,30.849
1744,562,889,35.230,7.966,0,0.236,1.645,3.816,10.629,33.542,13.947
1745,562,891,33.348,0.842,0,0.108,0.769,0.915,1.164,1.605,17.359
1746,563,889,37.881,20.084,0,0.363,1.851,4.481,12.470,38.162,9.286
1747,563,891,25.489,25.861,0,0.285,1.708,3.963,10.780,32.616,4.279
1748,563,892,30.271,23.949,0,0.248,1.663,3.721,9.634,27.498,16.106
1749,564,889,52.183,27.462,0,0.230,1.720,4.123,11.497,35.169,17.840
1750,564,891,56.011,29.265,0,0.435,1.923,4.803,13.700,42.650,9.721
1751,565,891,56.613,86.944,0,0.324,1.835,4.494,12.657,39.024,13.159
1752,565,892,53.946,87.422,0,0.257,1.635,3.530,8.938,25.610,20.547
1753,566,894,35.277,1.432,0,0.221,1.379,2.635,6.266,17.789,16.031
1754,566,895,26.060,4.405,0,0.330,1.611,3.494,8.870,25.269,17.792
1755,567,895,12.105,2.323,0,0.217,1.810,3.928,9.438,24.647,7.259
1756,567,897,1.352,3.269,0,0.179,1.367,2.438,5.177,12.853,43.730
1757,567,898,1.644,12.311,0,0.185,1.208,2.041,4.283,11.016,5.077
1758,567,900,13.010,1.345,0,0.184,1.481,2.993,7.368,20.966,35.210
1759,568,898,6.830,89.025,0,0.081,1.161,2.840,9.044,32.656,26.653
1760,568,900,1.819,86.144,0,0.222,1.316,2.388,5.230,13.393,44.022
1761,569,900,73.366,27.388,0,0.249,1.358,2.514,5.610,14.771,50.156
1762,569,902,89.028,38.984,0,0.258,1.455,2.957,7.351,21.424,16.199
1763,569,903,84.794,30.695,0,0.228,1.650,3.936,11.214,35.673,24.184
1764,570,900,8.778,29.219,0,0.201,1.411,2.847,6.883,19.027,46.861
1765,570,901,2.353,31.252,0,0.227,1.804,4.156,11.037,32.556,31.287
1766,570,903,2.071,35.052,0,0.190,1.718,3.915,10.542,31.769,24.648
1767,570,904,8.586,33.324,0,0.207,1.510,3.237,8.396,24.904,33.589
1768,571,900,23.535,80.824,0,0.178,1.361,2.769,7.055,20.963,50.729
1769,571,901,17.253,88.103,0,0.160,1.999,5.067,14.487,44.624,12.679
1770,571,903,2.062,88.154,0,0.207,1.358,2.525,5.567,14.100,8.114
1771,572,901,56.596,11.402,0,0.411,1.930,4.721,13.072,39.435,20.272
1772,572,903,55.524,15.451,0,0.266,1.612,3.408,8.308,22.464,22.430
1773,573,902,28.848,44.277,0,0.260,1.500,3.033,7.229,19.689,16.826
1774,573,904,42.632,33.246,0,0.213,1.443,2.836,6.746,18.805,23.986
1775,573,905,38.562,32.835,0,0.308,1.454,2.790,6.321,16.564,12.474
1776,573,906,30.595,29.585,0,0.184,1.183,1.849,3.301,6.783,13.313
1777,574,902,47.353,82.299,0,0.317,1.725,3.801,9.707,27.868,16.947
1778,574,904,38.694,75.522,0,0.294,1.725,4.092,11.353,34.860,8.624
1779,575,904,46.272,52.551,0,0.264,1.502,3.015,7.243,20.255,33.724
1780,575,906,42.620,61.569,0,0.209,1.451,2.999,7.658,22.932,12.165
1781,576,905,76.152,84.678,0,0.206,1.452,2.986,7.399,20.955,12.517
1782,576,906,73.132,88.120,0,0.141,1.709,3.802,9.821,28.029,22.126
1783,577,906,62.035,1.528,0,0.127,1.230,2.030,4.025,9.496,13.438
1784,577,908,61.348,10.739,0,0.343,1.941,4.857,13.951,44.014,6.151
1785,577,909,57.020,12.375,0,0.318,1.535,2.908,6.219,14.852,19.577
1786,577,911,51.180,4.371,0,0.308,1.790,4.302,12.058,37.416,30.452
1787,577,912,57.196,7.675,0,0.214,1.471,3.141,8.394,26.380,30.785
1788,578,907,44.987,44.325,0,0.256,1.718,4.010,10.798,31.976,30.084
1789,578,909,56.669,46.670,0,0.215,1.313,2.604,6.457,18.701,29.257
1790,579,907,58.195,58.639,0,0.304,1.721,3.945,10.587,31.699,27.821
1791,579,909,51.530,51.447,0,0.224,1.248,2.079,4.050,9.230,8.725
1792,580,909,9.814,56.933,0,0.264,1.385,2.593,5.689,14.173,29.501
1793,580,911,27.309,50.963,0,0.296,1.773,4.183,11.548,35.582,28.874
1794,580,913,43.079,50.649,0,0.274,1.482,3.054,7.526,21.162,31.218
1795,581,910,52.406,29.320,0,0.185,1.307,2.468,5.762,15.979,7.767
1796,581,912,41.510,27.467,0,0.215,1.340,2.505,5.656,14.981,9.617
1797,582,910,93.135,85.362,0,0.118,1.059,1.804,3.865,10.246,14.081
1798,582,912,87.993,71.231,0,0.305,1.673,3.609,8.915,24.415,20.888
1799,583,912,53.561,47.748,0,0.289,1.795,4.242,11.698,35.924,3.839
1800,583,914,65.465,49.716,0,0.233,1.315,2.258,4.397,9.518,38.849
1801,583,916,74.824,63.749,0,0.240,1.549,3.238,7.953,22.015,9.191
1802,584,913,20.785,24.740,0,0.244,1.536,3.414,9.203,28.167,37.357
1803,584,915,9.512,14.882,0,0.292,1.702,4.030,11.215,34.629,3.071
1804,585,914,24.960,1.487,0,0.137,1.302,2.341,5.117,13.206,42.168
1805,585,916,37.784,11.118,0,0.218,1.345,2.408,5.055,12.344,7.896
1806,585,918,40.263,25.591,0,0.196,1.581,3.748,10.856,35.595,20.685
1807,586,914,76.623,28.559,0,0.209,1.320,2.276,4.510,10.143,40.232
1808,586,916,61.690,25.633,0,0.262,1.649,3.704,9.838,29.461,23.254
1809,586,918,56.624,11.725,0,0.309,1.636,3.391,7.949,20.428,28.446
1810,586,920,54.683,18.163,0,0.299,1.595,3.371,8.378,23.660,22.101
1811,587,916,16.449,88.512,0,0.184,1.711,3.799,9.892,28.794,22.961
1812,587,918,30.481,88.410,0,0.176,1.476,3.504,10.616,36.529,30.066
1813,587,920,22.798,87.268,0,0.269,1.517,3.036,7.030,18.261,13.531
1814,587,922,8.156,87.916,0,0.294,1.535,3.258,8.258,23.704,3.053
1815,588,917,92.154,39.029,0,0.228,1.633,3.645,9.615,28.234,29.587
1816,588,919,73.594,41.821,0,0.197,1.426,2.900,7.088,19.800,26.663
1817,588,921,65.955,44.401,0,0.329,1.655,3.641,9.337,26.797,34.973
1818,588,922,64.960,37.197,0,0.589,1.482,2.765,5.770,13.165,3.053
1819,588,924,58.326,21.337,0,0.375,1.455,2.696,5.699,13.510,13.129
1820,588,926,60.291,33.606,0,0.644,1.599,3.235,7.478,19.306,3.4e38
1821,589,917,56.856,81.187,0,0.338,1.599,3.368,8.212,22.311,18.434
1822,589,919,68.044,83.046,0,0.236,1.539,3.294,8.427,24.609,21.978
1823,590,918,34.936,77.887,0,0.170,1.433,3.006,7.646,22.406,12.497
1824,590,920,40.088,88.255,0,0.354,1.674,3.603,8.912,24.465,19.262
1825,591,919,10.073,43.262,0,0.264,1.452,2.876,6.844,18.865,26.358
1826,591,921,19.086,34.562,0,0.260,1.516,3.127,7.540,20.350,29.373
1827,592,921,64.048,13.676,0,0.279,1.760,3.844,9.401,25.017,23.795
1828,592,923,66.631,4.089,0,0.201,1.333,2.459,5.372,13.509,21.497
1829,593,923,42.333,68.776,0,0.197,1.221,2.041,4.077,9.663,17.718
1830,593,925,54.306,78.293,0,0.204,1.713,4.227,12.213,38.528,3.685
1831,594,925,92.242,29.440,0,0.138,1.520,3.136,7.815,22.447,16.333
1832,594,927,86.147,36.184,0,0.259,1.535,2.979,6.656,16.826,4.864
1833,594,929,91.927,26.050,0,0.136,1.789,4.285,11.857,35.729,10.375
1834,595,927,91.118,1.428,0,0.219,1.308,2.255,4.479,10.031,12.614
1835,595,929,89.593,7.923,0,0.354,1.925,4.585,12.249,35.455,19.736
1836,596,928,33.894,86.640,0,0.226,1.798,4.476,12.996,41.531,7.800
1837,596,930,25.268,87.314,0,0.198,1.263,2.296,5.179,13.901,11.814
1838,596,932,18.404,69.945,0,0.284,1.725,4.010,10.788,31.944,29.051
1839,597,929,26.634,29.648,0,0.207,1.261,2.137,4.374,10.901,6.120
1840,597,931,37.390,26.420,0,0.277,1.617,3.786,10.479,32.010,14.449
1841,598,930,63.973,82.863,0,0.237,1.628,3.672,9.664,28.182,17.873
1842,598,932,58.666,87.322,0,0.218,1.649,3.853,10.671,32.959,31.813
1843,598,934,61.180,88.718,0,0.189,1.443,2.522,4.845,10.065,11.043
1844,599,934,58.289,35.930,0,0.292,1.839,4.444,12.234,36.584,6.496
1845,599,935,58.409,34.791,0,0.647,1.493,2.871,6.278,15.201,3.4e38
1846,599,936,59.057,34.125,0,0.582,1.422,2.644,5.729,14.255,3.4e38
1847,599,937,54.760,33.947,0,0.352,1.822,4.314,11.633,34.210,18.098
1848,600,937,64.676,14.660,0,0.439,1.897,4.378,11.336,32.044,16.866
1849,600,939,55.789,20.887,0,0.271,1.422,2.806,6.696,18.526,26.119
1850,601,937,92.473,21.808,0,0.165,1.187,2.174,5.356,16.674,10.593
1851,601,939,92.755,12.185,0,0.152,1.912,4.678,13.059,39.550,13.998
1852,602,940,90.640,57.261,0,0.292,1.720,3.826,9.843,28.194,30.861
1853,602,942,91.979,70.524,0,0.131,1.898,5.021,15.606,52.666,7.916
1854,602,944,92.901,81.542,0,0.145,1.020,1.558,2.818,5.991,36.867
1855,603,941,14.543,11.779,0,0.250,1.491,2.961,6.840,17.774,29.259
1856,603,943,19.880,30.894,0,0.203,1.228,2.052,4.057,9.396,8.691
1857,604,943,92.270,85.348,0,0.139,1.618,3.840,11.007,35.035,13.705
1858,604,944,89.565,87.706,0,0.249,1.248,1.989,3.574,7.268,29.216
1859,605,946,36.520,3.506,0,0.252,1.830,4.134,10.501,29.043,8.065
1860,605,948,52.939,4.786,0,0.246,1.555,3.488,9.581,30.257,11.760
1861,606,947,55.485,35.461,0,0.430,1.589,3.407,8.567,24.165,12.310
1862,606,949,55.049,35.655,0,0.630,1.690,3.632,8.937,24.422,3.4e38
1863,607,947,49.814,56.794,0,0.282,1.506,2.921,6.412,15.496,15.743
1864,607,948,54.348,48.532,0,0.280,1.757,4.218,11.965,37.964,39.063
1865,608,947,34.573,84.080,0,0.299,1.408,2.651,5.823,14.518,11.907
1866,608,948,29.693,85.184,0,0.264,1.696,3.902,10.504,31.511,37.012
1867,609,951,16.565,13.336,0,0.218,1.366,2.570,5.786,15.180,9.786
1868,609,953,21.305,1.480,0,0.276,1.376,2.425,4.819,10.602,16.671
1869,610,951,40.487,75.158,0,0.295,1.819,4.317,11.725,34.802,18.126
1870,610,953,33.058,84.193,0,0.327,1.738,3.937,10.110,28.236,14.642
1871,611,951,61.898,89.073,0,0.116,1.269,3.256,10.577,38.319,8.538
1872,611,953,59.057,88.207,0,0.159,1.459,3.036,7.766,22.841,6.528
1873,612,952,83.942,14.159,0,0.326,1.819,4.225,11.091,31.682,19.858
1874,612,953,81.557,5.350,0,0.159,1.278,2.507,6.316,19.140,18.299
1875,613,952,51.619,53.197,0,0.141,1.206,2.312,5.980,19.235,14.795
1876,613,954,55.406,34.558,0,0.518,1.357,2.444,5.167,12.661,3.4e38
1877,613,955,54.675,35.077,0,0.447,1.574,3.266,7.837,21.012,19.469
1878,613,956,55.713,35.201,0,0.229,1.362,2.400,4.835,10.957,25.981
1879,614,955,59.973,8.863,0,0.367,1.646,3.700,9.704,28.237,16.117
1880,614,957,63.158,9.416,0,0.352,2.018,4.968,13.593,40.014,18.307
1881,614,959,70.450,19.073,0,0.175,1.418,2.977,7.699,23.155,24.289
1882,615,956,90.734,0.991,0,0.112,1.010,1.662,3.656,10.535,3.211
1883,615,957,90.871,2.053,0,0.123,1.690,3.903,10.719,32.831,6.733
1884,616,957,2.268,52.441,0,0.277,1.644,3.430,8.225,22.120,4.670
1885,616,959,11.080,61.579,0,0.310,1.782,4.094,10.683,30.489,7.237
1886,617,957,57.998,73.266,0,0.258,1.816,4.547,13.455,44.201,18.588
1887,617,959,50.427,83.656,0,0.210,1.246,2.093,4.142,9.583,7.326
1888,618,957,11.521,87.276,0,0.164,2.021,4.821,12.941,38.432,22.661
1889,618,959,29.259,83.343,0,0.141,1.035,1.570,2.983,7.274,3.995
1890,619,959,25.563,72.389,0,0.236,1.506,3.175,8.065,23.471,21.649
1891,619,961,28.208,63.021,0,0.178,1.317,2.663,6.941,21.763,12.123
1892,619,962,26.301,61.245,0,0.138,1.292,2.583,6.381,18.211,10.384
1893,620,960,55.011,34.785,0,0.469,1.492,2.886,6.406,15.867,3.4e38
1894,620,962,54.116,34.936,0,0.310,1.827,4.346,11.862,35.515,8.592
1895,621,961,86.161,4.015,0,0.308,1.896,4.803,13.965,44.215,19.781
1896,621,963,92.625,19.624,0,0.184,1.434,2.631,5.605,13.606,14.125
1897,622,962,18.501,48.468,0,0.271,1.708,3.972,10.962,33.959,16.381
1898,622,964,23.750,47.346,0,0.243,1.524,3.169,7.763,21.498,4.281
1899,623,964,86.505,33.198,0,0.245,1.666,3.859,10.460,31.385,18.408
1900,623,966,82.564,32.575,0,0.190,1.229,2.284,5.419,15.420,13.564
1901,624,964,82.595,44.314,0,0.268,1.726,3.826,9.715,27.227,18.546
1902,624,966,88.211,43.409,0,0.225,1.345,2.504,5.613,14.686,15.525
1903,625,965,71.421,29.214,0,0.251,1.374,2.464,5.031,11.407,10.560
1904,625,967,55.044,35.436,0,0.411,1.721,3.744,9.173,24.506,9.787
1905,625,968,56.047,34.658,0,0.270,1.625,3.470,8.678,24.557,20.376
1906,626,967,1.631,88.589,0,0.163,1.195,2.023,4.427,12.078,14.963
1907,626,969,7.051,80.554,0,0.264,1.797,4.450,12.835,40.703,15.059
1908,627,968,6.344,26.593,0,0.185,1.491,3.298,8.901,27.339,16.229
1909,627,970,1.564,27.085,0,0.223,1.397,2.561,5.594,14.331,6.177
1910,628,968,80.208,71.893,0,0.267,1.658,3.873,10.669,32.529,11.726
1911,628,970,72.225,81.383,0,0.283,1.560,3.442,9.141,27.634,4.432
1912,629,969,60.204,52.412,0,0.191,1.475,3.313,9.199,29.174,14.482
1913,629,971,54.159,35.532,0,0.448,1.557,3.328,8.445,24.254,12.475
1914,629,972,54.811,35.400,0,0.409,1.684,3.954,10.875,33.051,20.222
1915,629,973,54.692,36.397,0,0.356,1.567,3.195,7.547,20.007,18.840
1916,629,975,54.604,36.093,0,0.293,1.536,3.277,8.318,23.839,22.614
1917,629,977,55.201,35.461,0,0.458,1.619,3.387,8.238,22.664,12.921
1918,629,979,55.705,35.348,0,0.294,1.668,3.620,9.026,24.912,3.122
1919,629,980,54.560,35.317,0,0.428,1.490,2.829,6.081,14.447,15.107
1920,629,982,54.381,35.321,0,0.365,1.319,2.310,4.748,11.285,6.732
1921,630,969,43.883,60.220,0,0.221,1.533,2.925,6.266,14.847,22.118
1922,630,971,43.241,69.740,0,0.250,1.559,3.424,9.020,27.048,12.475
1923,631,973,53.438,11.411,0,0.253,1.425,2.762,6.323,16.499,20.736
1924,631,975,47.113,3.349,0,0.261,1.513,3.009,6.894,17.551,16.719
1925,632,976,2.097,27.417,0,0.247,1.625,3.362,7.936,20.594,32.475
1926,632,978,16.526,34.458,0,0.274,1.914,4.556,12.359,37.037,6.260
1927,633,976,87.713,73.285,0,0.253,1.513,3.270,8.644,26.318,32.701
1928,633,978,86.244,68.463,0,0.229,1.405,2.798,6.758,18.799,18.106
1929,634,978,58.019,81.405,0,0.210,1.688,4.071,11.647,36.871,5.123
1930,634,980,63.616,71.002,0,0.247,1.429,2.785,6.420,16.915,15.042
1931,634,982,58.910,66.689,0,0.272,1.489,2.863,6.280,15.313,19.218
1932,635,979,37.227,27.939,0,0.276,1.440,2.763,6.140,15.304,26.761
1933,635,981,40.585,17.444,0,0.306,1.551,3.282,8.273,23.720,21.059
1934,636,981,39.063,71.478,0,0.208,1.571,3.679,10.322,32.239,18.077
1935,636,983,32.472,77.506,0,0.202,1.419,2.858,7.016,19.971,5.112
1936,637,983,28.842,45.182,0,0.365,1.653,3.686,9.724,29.005,24.507
1937,637,985,34.243,45.714,0,0.606,1.487,2.851,6.263,15.409,4.896
1938,637,987,38.928,46.443,0,0.673,1.522,2.944,6.410,15.315,6.987
1939,637,989,50.790,46.792,0,0.325,1.846,4.468,12.364,37.356,6.113
1940,638,987,54.509,35.931,0,0.314,1.510,3.134,7.643,20.927,6.987
1941,638,989,54.633,35.901,0,0.426,1.757,4.042,10.583,30.194,6.837
1942,638,990,54.529,35.727,0,0.429,1.403,2.534,5.243,12.206,12.008
1943,638,992,53.331,50.694,0,0.349,1.808,4.123,10.758,31.074,13.696
1944,638,994,55.108,35.861,0,0.415,1.691,3.844,10.222,30.377,9.030
1945,638,996,54.535,35.170,0,0.327,1.638,3.871,10.972,34.780,36.435
1946,639,988,58.462,86.521,0,0.317,1.742,3.730,8.940,23.313,23.938
1947,639,990,42.510,76.378,0,0.202,1.341,2.602,6.251,17.716,12.008
1948,639,992,57.227,76.529,0,0.200,1.436,3.051,7.996,24.147,17.372
1949,640,992,11.382,41.900,0,0.271,1.645,3.727,10.052,30.767,10.762
1950,640,993,2.664,43.115,0,0.228,1.313,2.349,4.991,12.331,25.239
1951,641,996,2.284,36.341,0,0.252,1.642,3.511,8.759,24.624,30.290
1952,641,997,8.238,36.002,0,0.280,1.525,3.202,8.007,22.756,34.220
1953,641,998,11.494,35.553,0,0.375,1.630,3.284,7.360,17.875,12.970
1954,642,996,70.363,75.257,0,0.296,1.638,3.502,8.712,24.342,29.769
1955,642,998,70.636,71.125,0,0.344,1.612,3.514,9.025,26.071,12.366
1956,643,997,3.429,11.598,0,0.287,1.474,2.818,6.217,15.462,26.603
1957,643,999,8.027,15.184,0,0.251,1.682,3.957,10.928,33.404,33.387
