,frame,t,trajectory,x,y
4294,6583,29.6235,1331,3.85603717386,2.8926895927
4295,6584,29.628,1331,3.88806553893,2.75043574344
4296,6586,29.637,1332,3.84345749373,2.76059229263
4297,6587,29.6415,1332,3.86891384277,2.74870076588
4298,6588,29.646,1333,5.48095587684,6.56281674212
4299,6591,29.6595,1334,3.89210584738,2.73164868998
4300,6592,29.664,1334,3.85978302848,2.72444197069
4301,6593,29.6685,1334,3.77315849539,2.75803471693
4302,6594,29.673,1334,3.91199712207,2.7793738005
4303,6595,29.6775,1334,3.89190812448,2.74275024571
4304,6591,29.6595,1335,5.67080940088,5.50620157706
4305,6597,29.6865,1336,3.8440208468,2.75086678933
4306,6598,29.691,1336,3.8222919174,2.69927459379
4307,6599,29.6955,1336,3.83230465209,2.7889972941
4308,6600,29.7,1336,3.83073579958,2.73434631797
4309,6601,29.7045,1336,3.79260280996,2.79315199894
4310,6602,29.709,1336,3.83456466665,2.81621522928
4311,6603,29.7135,1336,3.77653942769,2.77429541236
4312,6604,29.718,1336,3.82477006033,2.74318730379
4313,6606,29.727,1337,3.83004225185,2.78279630446
4314,6607,29.7315,1337,3.80189976947,2.74737811013
4315,6609,29.7405,1338,3.87778326522,2.80158857289
4316,6612,29.754,1339,3.8545481362,2.78832944844
4317,6613,29.7585,1339,3.78800653998,2.72429650939
4318,6615,29.7675,1340,3.7954413118,2.81147590427
4319,6619,29.7855,1341,3.71691139874,2.74769594806
4320,6620,29.79,1341,3.77895681163,2.82724437599
4321,6621,29.7945,1341,3.68372423994,2.75411932885
4322,6622,29.799,1341,3.8002613654,2.86047727445
4323,6623,29.8035,1341,3.75083248352,2.81088110083
4324,6626,29.817,1342,3.76192470786,2.71934355247
4325,6627,29.8215,1342,3.79457458862,2.79684903251
4326,6629,29.8305,1343,3.71529706092,2.74049365986
4327,6630,29.835,1343,3.77937062052,2.83298146303
4328,6631,29.8395,1343,3.73647983701,2.81122997295
4329,6632,29.844,1343,3.78355215824,2.82139589766
4330,6631,29.8395,1344,1.48428048535,11.5181962453
4331,6634,29.853,1345,3.77008814636,2.85376337786
4332,6635,29.8575,1345,3.74418629797,2.86032082932
4333,6636,29.862,1345,3.68587806305,2.8391205123
4334,6637,29.8665,1345,3.7621973799,2.77301234325
4335,6638,29.871,1345,3.77834466298,2.80240574884
4336,6639,29.8755,1345,3.74946230912,2.81381400852
4337,6640,29.88,1345,3.73022013525,2.7735473683
4338,6641,29.8845,1345,3.76103264673,2.74705823527
4339,6643,29.8935,1346,3.790358114,2.74904538415
4340,6644,29.898,1346,3.73970164489,2.8885837066
4341,6645,29.9025,1346,3.79048849975,2.75647122632
4342,6646,29.907,1346,3.73438519149,2.82562498271
4343,6648,29.916,1347,3.75938545937,2.78476799771
4344,6649,29.9205,1347,3.7658602725,2.82844123558
4345,6651,29.9295,1348,3.72903247846,2.79507649366
4346,6652,29.934,1348,3.69548230967,2.79222687608
4347,6653,29.9385,1348,3.85592362528,2.80855768285
4348,6654,29.943,1348,3.76606696559,2.80959672558
4349,6655,29.9475,1348,3.79103151078,2.76237741371
4350,6656,29.952,1348,3.76051292889,2.84675769016
4351,6657,29.9565,1348,3.77524993477,2.76108586571
4352,6658,29.961,1348,3.80012114786,2.72940205332
4353,6659,29.9655,1348,3.75253910047,2.76173096055
4354,6660,29.97,1348,3.81974956875,2.8317439385
4355,6661,29.9745,1348,3.7266673885,2.79859810682
4356,6662,29.979,1348,3.74220776845,2.78273292475
4357,6652,29.934,1349,5.92115874562,10.8696674814
4358,6664,29.988,1350,3.75412539861,2.74295754536
4359,6665,29.9925,1350,3.74313226043,2.73441320231
4360,6666,29.997,1350,3.73404679225,2.79978097143
4361,6668,30.006,1351,3.75901591568,2.78769265062
4362,6669,30.0105,1351,3.7455721093,2.76718635444
4363,6670,30.015,1351,3.75730484058,2.79192491006
4364,6671,30.0195,1351,3.72882546736,2.84130720915
4365,6672,30.024,1351,3.77055330498,2.87791963886
4366,6673,30.0285,1351,3.78517502704,2.84234846166
4367,6674,30.033,1351,3.75307648901,2.74455570871
4368,6675,30.0375,1351,3.69482131769,2.79042667595
4369,6676,30.042,1351,3.76236151837,2.81456633544
4370,6677,30.0465,1351,3.79116615681,2.86729674138
4371,6679,30.0555,1352,3.75299375817,2.85938258082
4372,6680,30.06,1352,3.68639447032,2.75351739055
4373,6683,30.0735,1353,3.69917488165,2.83534122888
4374,6684,30.078,1353,3.82388617425,2.76189282256
4375,6687,30.0915,1354,3.76471582401,2.76235407203
4376,6688,30.096,1354,3.77583958624,2.80155428267
4377,6689,30.1005,1354,3.7785996313,2.81904279722
4378,6690,30.105,1354,3.73907123587,2.78031674562
4379,6691,30.1095,1354,3.77661314979,2.75991135124
4380,6692,30.114,1354,3.65516268125,2.80814666664
4381,6694,30.123,1355,3.81874285439,2.77744706503
4382,6695,30.1275,1355,3.69567815048,2.80319277149
4383,6696,30.132,1355,3.77117976088,2.80885380072
4384,6697,30.1365,1355,3.68798737529,2.79786366434
4385,6698,30.141,1355,3.76131034097,2.83050098614
4386,6699,30.1455,1355,3.73507834526,2.84626964261
4387,6700,30.15,1355,3.70015930108,2.7654316065
4388,6701,30.1545,1355,3.82238162536,2.80284315966
4389,6702,30.159,1355,3.82686850563,2.800862708
4390,6703,30.1635,1355,3.82896455582,2.83977195448
4391,6704,30.168,1355,3.84469176068,2.83220269051
4392,6706,30.177,1356,3.81382280492,2.82342074119
4393,6707,30.1815,1356,3.82282561024,2.72376499779
4394,6709,30.1905,1357,3.83634766219,2.79208622041
4395,6710,30.195,1357,3.73452145102,2.80331264648
4396,6711,30.1995,1357,3.85824217963,2.7176319227
4397,6712,30.204,1357,3.76376830714,2.75180801793
4398,6714,30.213,1358,3.78971568534,2.78577403009
4399,6715,30.2175,1358,3.8170738577,2.79130473856
4400,6716,30.222,1358,3.85730893981,2.73810479288
4401,6718,30.231,1359,3.86541157642,2.69870582991
4402,6719,30.2355,1359,3.89193605684,2.7802946114
4403,6720,30.24,1359,3.85030336619,2.82329191336
4404,6721,30.2445,1359,3.81529772679,2.77868968362
4405,6722,30.249,1359,3.84824289459,2.82297512576
4406,6724,30.258,1360,3.81528968891,2.73974663893
4407,6725,30.2625,1360,3.81383172972,2.85814544652
4408,6729,30.2805,1361,3.85414257927,2.77187293504
4409,6730,30.285,1361,3.80988823688,2.84117966322
4410,6731,30.2895,1361,3.78846578938,2.757962398
4411,6733,30.2985,1362,3.76339685452,2.84424577303
4412,6734,30.303,1362,3.7707481437,2.7808582493
4413,6735,30.3075,1362,3.72221996561,2.81761444529
4414,6736,30.312,1362,3.82537522753,2.83686453862
4415,6735,30.3075,1363,5.92651050731,12.3145701989
4416,6738,30.321,1364,3.77159683757,2.81450981436
4417,6739,30.3255,1364,3.80133009478,2.82059344211
4418,6740,30.33,1364,3.8313871116,2.84983928402
4419,6741,30.3345,1364,3.80862265261,2.81961814224
4420,6742,30.339,1364,3.7313898754,2.75524508461
4421,6743,30.3435,1364,3.78824093923,2.8110673729
4422,6744,30.348,1364,3.81693131756,2.81591069949
4423,6745,30.3525,1364,3.83482943568,2.83510358259
4424,6746,30.357,1364,3.77516593545,2.83143733657
4425,6747,30.3615,1364,3.79857595561,2.74727089059
4426,6748,30.366,1364,3.77974923055,2.81546113298
4427,6749,30.3705,1364,3.84132219523,2.86235070549
4428,6752,30.384,1365,3.7956170855,2.78121803539
4429,6753,30.3885,1365,3.85381013633,2.80131422632
4430,6754,30.393,1365,3.76772520243,2.80128612884
4431,6755,30.3975,1365,3.74002189174,2.8535296764
4432,6756,30.402,1365,3.8020449854,2.75820051872
4433,6758,30.411,1366,3.81882061361,2.74956345833
4434,6759,30.4155,1366,3.77071655989,2.85637651104
4435,6761,30.4245,1367,3.82305359457,2.85005000053
4436,6762,30.429,1367,3.82332075287,2.74429108675
4437,6763,30.4335,1367,3.86029944726,2.79796276184
4438,6766,30.447,1368,3.89409200337,2.79620540317
4439,6767,30.4515,1368,3.84401280425,2.82248557387
4440,6768,30.456,1368,3.85129804899,2.79305879404
4441,6769,30.4605,1368,3.84970231963,2.7946798778
4442,6772,30.474,1369,3.83207625521,2.8000277017
4443,6773,30.4785,1369,3.82634807431,2.80745068684
4444,6774,30.483,1369,3.94859742713,2.78814307855
4445,6775,30.4875,1369,3.87357697435,2.80473760748
4446,6776,30.492,1369,3.83684059779,2.83563394443
4447,6778,30.501,1370,3.93753157575,2.77601141113
4448,6779,30.5055,1370,3.86196548505,2.78281925098
4449,6781,30.5145,1371,3.82389776994,2.74063269134
4450,6782,30.519,1371,3.86175745019,2.80492577114
4451,6783,30.5235,1371,3.84194508734,2.72608183419
4452,6784,30.528,1371,3.87176028862,2.75398711047
4453,6785,30.5325,1371,3.78225086696,2.73301850802
4454,6786,30.537,1371,3.84404283037,2.75046201645
4455,6787,30.5415,1371,3.83695549209,2.81310516156
4456,6788,30.546,1371,3.82969409574,2.81745313024
4457,6789,30.5505,1371,3.88835039049,2.80381506224
4458,6790,30.555,1371,3.86850791505,2.80033503064
4459,6791,30.5595,1371,3.83822572629,2.73625292962
4460,6793,30.5685,1372,3.82396520174,2.80987738283
4461,6794,30.573,1372,3.82657873127,2.79531009811
4462,6795,30.5775,1372,3.81997208961,2.81390250049
4463,6796,30.582,1372,3.8710261166,2.77476890039
4464,6798,30.591,1373,3.87201521503,2.76367816532
4465,6799,30.5955,1373,3.82577281037,2.68824606135
4466,6800,30.6,1373,3.80823920343,2.78487863829
4467,6801,30.6045,1373,3.92235460613,2.7268012163
4468,6802,30.609,1373,3.85622877528,2.75512652741
4469,6803,30.6135,1373,3.76667081088,2.81199620945
4470,6804,30.618,1373,3.81716761054,2.73178318626
4471,6805,30.6225,1373,3.86196797715,2.66701884138
4472,6806,30.627,1373,3.90033594546,2.78743225828
4473,6807,30.6315,1373,3.88704154542,2.75842546287
4474,6808,30.636,1373,3.83232336196,2.7987335436
4475,6809,30.6405,1373,3.78693701745,2.85072428052
4476,6800,30.6,1374,1.09326825307,2.9901002536
4477,6803,30.6135,1375,1.26933955458,8.63572900342
4478,6804,30.618,1376,5.73830301348,2.45225425144
4479,6814,30.663,1377,3.62897231769,7.66259903742
4480,6839,30.7755,1378,6.8413132325,4.03847600795
4481,6873,30.9285,1379,1.39009726914,3.98323684685
4482,6903,31.0635,1380,4.59176421912,11.1247962031
4483,6904,31.068,1380,4.51306087465,11.1516429678
4484,6905,31.0725,1380,4.54571737231,11.154148466
4485,6906,31.077,1380,4.53846105924,11.1213645299
4486,6907,31.0815,1380,4.46438876619,11.1060135051
4487,6909,31.0905,1381,4.54632115689,11.2178284878
4488,6910,31.095,1381,4.53003837478,11.1851786924
4489,6911,31.0995,1381,4.52115394803,11.2626878687
4490,6912,31.104,1381,4.45853987099,11.1389979988
4491,6931,31.1895,1382,4.55942541575,11.137464133
4492,6932,31.194,1382,4.45449445053,11.1844123497
4493,6933,31.1985,1382,4.53919006101,11.2179980215
4494,6934,31.203,1382,4.5255215522,11.089184013
4495,6936,31.212,1383,4.57176044165,11.1170780112
4496,6937,31.2165,1383,4.52182755531,11.2308818031
4497,6938,31.221,1383,4.51082109005,11.1667347887
4498,6939,31.2255,1383,4.4220383777,11.2081687595
4499,6940,31.23,1383,4.50545321448,11.1728877372
4500,6941,31.2345,1383,4.52643309018,11.2034459149
4501,6942,31.239,1383,4.49907427207,11.1974959678
4502,6944,31.248,1384,4.52734075266,11.2441746587
4503,6945,31.2525,1384,4.47543028165,11.1805280561
4504,6946,31.257,1384,4.54232248489,11.1498438186
4505,6947,31.2615,1384,4.49304966058,11.2158755382
4506,6948,31.266,1384,4.52618370082,11.1635267335
4507,6949,31.2705,1384,4.42902383652,11.2971343389
4508,6948,31.266,1385,3.37822686329,11.048578142
4509,6949,31.2705,1385,3.35980018247,11.047734569
4510,6950,31.275,1385,3.21022006599,10.89799083
4511,6951,31.2795,1385,3.33280764599,10.9957581283
4512,6952,31.284,1385,3.36558040519,11.0380777444
4513,6953,31.2885,1385,3.37562443394,11.0619510733
4514,6954,31.293,1385,3.44882957619,11.0729154748
4515,6951,31.2795,1386,4.49909746906,11.2666970758
4516,6952,31.284,1386,4.45323204656,11.1049167536
4517,6953,31.2885,1386,4.51590984503,11.164990269
4518,6954,31.293,1386,4.58844443519,11.1913409676
4519,6955,31.2975,1386,4.48541012149,11.1659820582
4520,6957,31.3065,1387,4.60874897714,11.1601529771
4521,6959,31.3155,1388,0.884113359224,4.91230099722
4522,6959,31.3155,1389,4.49263230302,11.260432312
4523,6960,31.32,1389,4.54525273592,11.170644375
4524,6961,31.3245,1389,4.5501651113,11.147218422
4525,6962,31.329,1389,4.57915678448,11.1470239233
4526,6963,31.3335,1389,4.53822111958,11.2169938001
4527,6964,31.338,1389,4.52571036417,11.2372929151
4528,6961,31.3245,1390,0.953884936599,4.52888539267
4529,6962,31.329,1390,1.34076871279,4.39971123679
4530,6963,31.3335,1390,1.06605109809,4.58840187291
4531,6964,31.338,1390,0.981758865086,4.30628783596
4532,6965,31.3425,1390,1.03799650173,4.46171148218
4533,6961,31.3245,1391,3.26025743003,11.0897007519
4534,6963,31.3335,1392,1.86787366136,3.46088713093
4535,6965,31.3425,1393,3.34834131984,11.0590469299
4536,6966,31.347,1393,3.32474719069,11.0511956258
4537,6967,31.3515,1393,3.34400638938,11.0083006627
4538,6968,31.356,1393,3.3894384451,11.0506704244
4539,6969,31.3605,1393,3.33717938123,11.0646710514
4540,6970,31.365,1393,3.35387093659,11.0896021193
4541,6971,31.3695,1393,3.30150160277,11.1022673507
4542,6972,31.374,1393,3.32191702462,11.003159302
4543,6973,31.3785,1393,3.28267362961,11.1667106326
4544,6966,31.347,1394,1.7408560965,9.41262607302
4545,6966,31.347,1395,4.53864221483,11.1611294714
4546,6967,31.3515,1395,4.5459464022,11.2017970649
4547,6967,31.3515,1396,1.07142377666,4.51777753626
4548,6968,31.356,1396,1.21383032977,4.53895472739
4549,6969,31.3605,1396,1.01136907654,4.3847788032
4550,6970,31.365,1396,0.896440267062,4.75593682278
4551,6971,31.3695,1396,1.36970907453,4.79929298441
4552,6972,31.374,1396,0.894945902122,4.64904151319
4553,6969,31.3605,1397,4.49992943224,11.2016824648
4554,6970,31.365,1397,4.59654715155,11.2899297618
4555,6969,31.3605,1398,5.0269497234,2.67371355877
4556,6974,31.383,1399,4.51987203775,11.2135595512
4557,6975,31.3875,1399,4.57743773052,11.2235636886
4558,6975,31.3875,1400,1.02850546506,4.76390588515
4559,6976,31.392,1400,1.03924361521,4.7766196717
4560,6977,31.3965,1400,0.959804320265,4.51083489758
4561,6975,31.3875,1401,3.31882889193,11.0133782121
4562,6976,31.392,1401,3.33447715506,11.0069152103
4563,6977,31.3965,1401,3.34081236945,11.0212243361
4564,6975,31.3875,1402,5.3657295622,2.57293156457
4565,6978,31.401,1403,4.38790732472,11.2161421955
4566,6979,31.4055,1403,4.60043019629,11.1672637287
4567,6979,31.4055,1404,1.03716182583,4.49241784485
4568,6980,31.41,1404,0.890548804294,4.42081782234
4569,6981,31.4145,1404,0.961573685432,4.67839871223
4570,6979,31.4055,1405,3.36640646916,11.0219334401
4571,6980,31.41,1405,3.28497398673,11.0281080205
4572,6981,31.4145,1406,4.68015647144,11.2611714614
4573,6983,31.4235,1407,1.52250736255,4.29464148932
4574,6984,31.428,1407,1.4897208528,4.10297873543
4575,6985,31.4325,1407,1.42766283853,4.09065351503
4576,6986,31.437,1407,1.4746731222,4.17778919324
4577,6988,31.446,1408,1.60498104801,4.25501773717
4578,6989,31.4505,1408,1.53367137558,4.60153600835
4579,6990,31.455,1408,1.41641687982,4.53498863505
4580,6991,31.4595,1408,1.3259016227,4.90198589058
4581,6992,31.464,1408,1.61591870431,4.72539059569
4582,6993,31.4685,1408,1.81463943989,4.76299117178
4583,6994,31.473,1408,1.72358876199,4.57379202158
4584,6995,31.4775,1408,1.65609777934,4.47462966091
4585,6996,31.482,1408,1.69941578007,4.57436876839
4586,6997,31.4865,1408,1.6432048381,4.47084008914
4587,6998,31.491,1408,1.85292621178,4.45289342672
4588,6999,31.4955,1408,1.78014535691,4.80536060084
4589,7000,31.5,1408,2.06314147217,4.72109420464
4590,7001,31.5045,1408,2.03406986401,4.74448624282
4591,6990,31.455,1409,4.5535977075,11.2190924559
4592,6995,31.4775,1410,4.5823807824,11.2302037935
4593,6997,31.4865,1411,4.55349192055,11.1592512125
4594,6998,31.491,1411,4.62035061756,11.1834230994
4595,6999,31.4955,1411,4.49573699425,11.1707597974
4596,7000,31.5,1411,4.56540006211,11.1625461366
4597,7001,31.5045,1411,4.55526755926,11.2410514375
4598,6998,31.491,1412,1.90545202475,8.37887728329
4599,6999,31.4955,1412,1.86425332904,8.4550831441
4600,7000,31.5,1413,6.56408654837,13.5258716018
4601,7001,31.5045,1414,1.76742419179,8.48657615802
4602,7002,31.509,1414,1.85560263261,8.59843522572
4603,7003,31.5135,1415,2.18409777041,4.25551619018
4604,7004,31.518,1415,2.32700500374,4.04353630023
4605,7005,31.5225,1415,1.92375886748,3.98922845233
4606,7006,31.527,1415,2.14089503759,4.13565316757
4607,7007,31.5315,1415,2.09028911458,4.21891990549
4608,7008,31.536,1415,2.27506304789,4.51562084718
4609,7009,31.5405,1415,1.99910185135,4.45169939119
4610,7010,31.545,1415,2.06515203552,4.20316464988
4611,7011,31.5495,1415,2.30450221113,4.2806326101
4612,7012,31.554,1415,2.32817186421,4.07417814382
4613,7004,31.518,1416,1.81737174272,8.56157103435
4614,7005,31.5225,1416,1.77111281945,8.57883980433
4615,7006,31.527,1416,1.8168395684,8.59192410539
4616,7007,31.5315,1416,1.78078334559,8.62942915746
4617,7008,31.536,1416,1.86625949098,8.66238670482
4618,7005,31.5225,1417,6.67892774239,13.4110904958
4619,7006,31.527,1417,6.45803448941,13.564924316
4620,7007,31.5315,1417,6.56816956294,13.4243969928
4621,7007,31.5315,1418,4.53232942499,11.1808493063
4622,7008,31.536,1418,4.58798515423,11.2216057349
4623,7009,31.5405,1418,4.55406604193,11.2324227833
4624,7010,31.545,1419,1.85698962335,8.58440398683
4625,7011,31.5495,1419,1.84402187324,8.62543499037
4626,7012,31.554,1419,1.83063642235,8.60125168708
4627,7013,31.5585,1419,1.7531968018,8.59381488899
4628,7014,31.563,1419,1.76307338259,8.63942400748
4629,7015,31.5675,1419,1.80274610413,8.68876886337
4630,7012,31.554,1420,4.54285022976,11.1744312931
4631,7013,31.5585,1420,4.59440821784,11.2594454716
4632,7015,31.5675,1421,2.09552613059,4.17832859666
4633,7016,31.572,1421,2.26604660892,3.96250006514
4634,7017,31.5765,1421,2.26724114636,3.45980794026
4635,7018,31.581,1421,2.04037622317,3.50499315622
4636,7019,31.5855,1421,2.20307793808,3.84603461008
4637,7020,31.59,1421,2.08493051203,4.01790080265
4638,7021,31.5945,1421,2.21284634702,4.02792238909
4639,7022,31.599,1421,2.09740508294,4.0313436336
4640,7023,31.6035,1421,2.2441348546,3.99796011883
4641,7024,31.608,1421,2.0513878638,3.5681202943
4642,7025,31.6125,1421,2.20382554515,3.77101047638
4643,7026,31.617,1421,2.07329049706,3.89082541418
4644,7027,31.6215,1421,1.91583470532,3.85800340193
4645,7015,31.5675,1422,4.56407392656,11.2245826737
4646,7018,31.581,1423,4.5356635298,11.1796622732
4647,7020,31.59,1424,4.4472299797,11.197885073
4648,7021,31.5945,1424,4.48271026712,11.1928336294
4649,7023,31.6035,1425,4.54198206531,11.2013837709
4650,7024,31.608,1425,4.57242626506,11.1549706664
4651,7025,31.6125,1425,4.53266216645,11.1936989691
4652,7026,31.617,1426,1.57410618292,8.57454216941
4653,7027,31.6215,1426,1.6023460492,8.67039857523
4654,7028,31.626,1426,1.62834926828,8.54084526333
4655,7027,31.6215,1427,4.56949840546,11.0764199936
4656,7028,31.626,1427,4.54985338279,11.240064566
4657,7029,31.6305,1428,2.08995142273,3.88343948146
4658,7030,31.635,1428,2.24058418908,3.96770022489
4659,7030,31.635,1429,1.57628370605,8.45375731807
4660,7031,31.6395,1429,1.56030019533,8.42076394424
4661,7032,31.644,1429,1.59087171077,8.41073334641
4662,7033,31.6485,1429,1.66875938475,8.42991531025
4663,7031,31.6395,1430,5.47039854174,11.7811633253
4664,7034,31.653,1431,4.56192829633,11.2025526553
4665,7035,31.6575,1431,4.5301879266,11.2645733871
4666,7036,31.662,1431,4.57774529108,11.1443579369
4667,7035,31.6575,1432,1.59260553417,8.2646591432
4668,7035,31.6575,1433,2.84271852124,4.10012741698
4669,7036,31.662,1433,2.83122526507,3.7683632071
4670,7040,31.68,1434,4.5866313356,11.2034390411
4671,7041,31.6845,1435,2.53608690913,3.7057584064
4672,7042,31.689,1435,2.59606916082,4.11274926836
4673,7043,31.6935,1435,2.52960616107,3.97993760172
4674,7044,31.698,1435,2.19980579178,3.93826043107
4675,7045,31.7025,1435,2.32876385957,3.81854351314
4676,7046,31.707,1435,2.57140766663,4.14009393888
4677,7042,31.689,1436,4.52464682385,11.2170464962
4678,7046,31.707,1437,1.40510006367,6.05611737744
4679,7046,31.707,1438,4.58829333237,11.1259288093
4680,7048,31.716,1439,2.51285913831,4.2234743059
4681,7049,31.7205,1440,1.57005117435,8.28674196649
4682,7050,31.725,1441,2.44546642662,4.24735285362
4683,7051,31.7295,1441,2.40341799664,3.91000125746
4684,7052,31.734,1441,2.40073691284,3.74357533744
4685,7053,31.7385,1441,2.41336327292,3.78365694125
4686,7054,31.743,1441,2.41329260659,3.79187068969
4687,7055,31.7475,1441,2.4876795136,3.7105324065
4688,7050,31.725,1442,4.54143042789,11.1787390496
4689,7051,31.7295,1442,4.59080440157,11.2087826241
4690,7052,31.734,1442,4.64143320309,11.1977947501
4691,7053,31.7385,1442,4.57562304669,11.1743925235
4692,7051,31.7295,1443,1.6079106917,8.44142188687
4693,7052,31.734,1443,1.5800722116,8.29431502093
4694,7053,31.7385,1443,1.56047030788,8.30959551588
4695,7054,31.743,1443,1.53811022452,8.30288435105
4696,7055,31.7475,1443,1.54383371802,8.40135588477
4697,7056,31.752,1443,1.51994134383,8.25476727252
4698,7057,31.7565,1443,1.49317446584,8.17314821188
4699,7058,31.761,1443,1.49456084313,8.30272579718
4700,7059,31.7655,1443,1.37055405137,8.2479986304
4701,7060,31.77,1443,1.16284417064,8.49514737458
4702,7061,31.7745,1443,0.950737026584,8.43690818578
4703,7062,31.779,1443,0.846617685034,8.26089316075
4704,7063,31.7835,1443,0.828948576907,8.47353244521
4705,7064,31.788,1443,1.06354194309,8.46217214821
4706,7065,31.7925,1443,1.08147531228,8.44123089481
4707,7066,31.797,1443,0.921820037732,8.35304908098
4708,7067,31.8015,1443,0.858351358799,8.67664329783
4709,7068,31.806,1443,0.984324897859,8.61627278477
4710,7055,31.7475,1444,4.53598020058,11.1467462241
4711,7057,31.7565,1445,2.44914607317,3.9001914569
4712,7057,31.7565,1446,4.60852438347,11.1403924057
4713,7058,31.761,1446,4.6416681465,11.098688345
4714,7059,31.7655,1446,4.54060301188,11.1906306413
4715,7060,31.77,1446,4.51262148989,11.2035785795
4716,7060,31.77,1447,2.86955642357,4.14179663681
4717,7062,31.779,1448,3.13272983804,4.16912924777
4718,7065,31.7925,1449,2.77545633025,4.22145253482
4719,7066,31.797,1449,2.75830472523,3.95792421785
4720,7067,31.8015,1449,2.80034096468,3.85959508559
4721,7068,31.806,1449,2.78831073302,3.95329011635
4722,7069,31.8105,1449,2.70663156329,3.93639289781
4723,7070,31.815,1449,2.69500097519,3.94765019456
4724,7065,31.7925,1450,4.64626418924,11.2542492698
4725,7067,31.8015,1451,4.53863255597,11.1029661374
4726,7069,31.8105,1452,4.77439275537,11.1460227116
4727,7070,31.815,1452,4.61840031105,11.193887446
4728,7070,31.815,1453,0.8010580177,8.74356941629
4729,7071,31.8195,1453,1.01486909972,8.33724370027
4730,7072,31.824,1454,2.61385078595,3.71476535693
4731,7073,31.8285,1454,2.73495936862,3.77465514952
4732,7074,31.833,1455,4.56148280632,11.1815961801
4733,7077,31.8465,1456,1.35977518721,8.84533904655
4734,7078,31.851,1456,1.22991036448,8.94117715695
4735,7077,31.8465,1457,3.14064824617,3.94679410276
4736,7080,31.86,1458,4.54159683064,11.1796738377
4737,7081,31.8645,1458,4.55080715918,11.1636117026
4738,7082,31.869,1458,4.61722127402,11.2280387589
4739,7085,31.8825,1459,4.65857750265,11.2086062368
4740,7086,31.887,1460,1.49126409936,8.50960007964
4741,7088,31.896,1461,4.73428934527,11.2231511162
4742,7089,31.9005,1461,4.54841245289,11.147024082
4743,7089,31.9005,1462,3.21035423213,4.90744914708
4744,7091,31.9095,1463,4.5996723783,11.1373374775
4745,7093,31.9185,1464,4.69477756461,11.1650398894
4746,7096,31.932,1465,1.20656759776,8.67833781064
4747,7097,31.9365,1465,1.27748967867,8.71799715842
4748,7098,31.941,1466,4.59381772312,11.2169401169
4749,7099,31.9455,1466,4.57063459078,11.1819013644
4750,7099,31.9455,1467,1.31916155853,8.69469041467
4751,7100,31.95,1467,1.2977981488,8.65723186021
4752,7101,31.9545,1467,1.4203996255,8.64207564537
4753,7102,31.959,1468,2.32772988004,4.11927813523
4754,7102,31.959,1469,4.52179683519,11.0901304203
4755,7103,31.9635,1469,4.65565981122,11.3225797793
4756,7103,31.9635,1470,1.36730761239,8.62587135123
4757,7104,31.968,1470,1.32616327379,8.51977271402
4758,7106,31.977,1471,1.41215873146,8.58535224678
4759,7106,31.977,1472,4.63025746418,11.1850279568
4760,7107,31.9815,1472,4.56368862445,11.235306719
4761,7108,31.986,1473,1.38726492019,8.58316476755
4762,7108,31.986,1474,1.96544301767,4.03877095351
4763,7109,31.9905,1475,4.59374050104,11.2994896945
4764,7110,31.995,1476,1.48226711337,8.56236348521
4765,7114,32.013,1477,1.41398228212,8.64059766189
4766,7115,32.0175,1477,1.41843901387,8.59533187227
4767,7116,32.022,1477,1.36374967227,8.54934487518
4768,7117,32.0265,1477,1.27968829354,8.58658777873
4769,7118,32.031,1477,1.06271189215,8.5479744496
4770,7119,32.0355,1477,1.04223455342,8.92077184555
4771,7120,32.04,1477,1.1060682936,8.91883044647
4772,7121,32.0445,1477,1.01720935779,9.0050512499
4773,7122,32.049,1477,0.951295222765,8.88887361336
4774,7123,32.0535,1477,0.832532528757,8.93061850966
4775,7124,32.058,1477,0.977606167482,8.8323703787
4776,7125,32.0625,1477,1.38782101216,8.92618860264
4777,7126,32.067,1477,1.40130726354,8.86727871608
4778,7127,32.0715,1477,1.44401563414,8.85297671938
4779,7128,32.076,1477,1.40856700249,8.88311667809
4780,7129,32.0805,1477,1.39933729643,8.88035659687
4781,7130,32.085,1477,1.42327049702,8.91597678461
4782,7131,32.0895,1477,1.22709922555,8.91446122314
4783,7132,32.094,1477,1.34110112688,8.98689485635
4784,7133,32.0985,1477,0.979310321016,9.01614666626
4785,7134,32.103,1477,0.936183041608,9.00419753633
4786,7135,32.1075,1477,1.01147898569,9.04854913808
4787,7118,32.031,1478,4.67638825367,11.2357832945
4788,7122,32.049,1479,4.57746096954,11.242273486
4789,7131,32.0895,1480,4.61083332473,11.1520046435
4790,7132,32.094,1480,4.5209399244,11.1603174693
4791,7134,32.103,1481,4.59829547487,11.0852182437
4792,7135,32.1075,1481,4.6359522154,11.2523468024
4793,7136,32.112,1481,4.63910574926,11.1897520403
4794,7144,32.148,1482,4.53608609533,11.1898015723
4795,7145,32.1525,1482,4.55505379873,11.0244122652
4796,7146,32.157,1482,4.60206364096,11.1641451509
4797,7152,32.184,1483,4.68112046175,11.2296110059
4798,7153,32.1885,1483,4.62367099991,11.2080331123
4799,7154,32.193,1483,4.6009460278,11.2218647879
4800,7165,32.2425,1484,4.59312074418,11.2006239772
4801,7166,32.247,1484,4.71721080788,11.2542645059
4802,7167,32.2515,1484,4.58018718361,11.2132415224
