,frame,t,trajectory,x,y
1478,3070,13.815,494,3.48231459324,2.70406452459
1479,3076,13.842,495,1.32413392769,8.53416065719
1480,3077,13.8465,495,1.35234020626,8.55661862105
1481,3078,13.851,495,1.41416762563,8.55061200128
1482,3076,13.842,496,3.40435652007,2.69369304698
1483,3080,13.86,497,1.38406699881,8.6021720709
1484,3081,13.8645,497,1.37222209661,8.54893232311
1485,3082,13.869,497,1.40677632399,8.56026683999
1486,3083,13.8735,497,1.36808684377,8.53705110979
1487,3084,13.878,497,1.39545608397,8.5534305395
1488,3085,13.8825,497,1.39225139405,8.59227681702
1489,3086,13.887,497,1.40798756993,8.56568146832
1490,3087,13.8915,497,1.41256915435,8.52403024955
1491,3088,13.896,497,1.43734375049,8.54402682954
1492,3089,13.9005,497,1.38258356253,8.56998724736
1493,3090,13.905,497,1.39746844552,8.6519391049
1494,3091,13.9095,497,1.3073342442,8.58305140961
1495,3092,13.914,497,1.3738045354,8.57883904372
1496,3093,13.9185,497,1.33933629094,8.51082305108
1497,3094,13.923,497,1.38073136597,8.54081256184
1498,3095,13.9275,497,1.39534696517,8.42256666709
1499,3096,13.932,497,1.36174336388,8.49734719311
1500,3097,13.9365,497,1.39267172367,8.53672364041
1501,3083,13.8735,498,3.1749757407,2.72344732271
1502,3095,13.9275,499,3.11295559522,2.69628963767
1503,3099,13.9455,500,1.35550004779,8.47719037557
1504,3100,13.95,500,1.38361188458,8.52869956274
1505,3101,13.9545,500,1.39969120874,8.55999343492
1506,3102,13.959,500,1.42043005083,8.53823070143
1507,3103,13.9635,500,1.40227269571,8.54677857819
1508,3104,13.968,500,1.43277869959,8.6064490403
1509,3105,13.9725,500,1.3637514803,8.52214409282
1510,3106,13.977,500,1.40448081487,8.56537226827
1511,3107,13.9815,500,1.35643840258,8.51738529065
1512,3108,13.986,500,1.35514144988,8.56857469207
1513,3109,13.9905,500,1.33697243877,8.60182649556
1514,3110,13.995,500,1.35721682536,8.50856932016
1515,3100,13.95,501,2.92323973242,2.83790427507
1516,3113,14.0085,502,1.3335987685,8.46434642226
1517,3114,14.013,502,1.40005654275,8.52657526321
1518,3115,14.0175,502,1.31560195042,8.4757308616
1519,3116,14.022,502,1.37574483847,8.54883897557
1520,3117,14.0265,502,1.37957295333,8.50863475514
1521,3118,14.031,502,1.369014313,8.51898802475
1522,3114,14.013,503,2.05268938427,11.9205599731
1523,3115,14.0175,503,2.01537426558,11.9308571903
1524,3121,14.0445,504,1.32343851184,8.52677570488
1525,3122,14.049,504,1.32250156032,8.54292734187
1526,3123,14.0535,504,1.34791673045,8.52986570448
1527,3124,14.058,504,1.34433705613,8.52703780183
1528,3125,14.0625,504,1.37653569273,8.56859973633
1529,3126,14.067,504,1.31319691396,8.57082563046
1530,3127,14.0715,504,1.39813374805,8.52254975421
1531,3128,14.076,504,1.3878243588,8.50145877489
1532,3129,14.0805,504,1.38889358025,8.511979677
1533,3130,14.085,504,1.36017055088,8.49305634292
1534,3131,14.0895,504,1.37097140828,8.54193647176
1535,3132,14.094,504,1.41534530833,8.59457093634
1536,3133,14.0985,504,1.3650831265,8.64823381527
1537,3134,14.103,504,1.37405656486,8.56011887185
1538,3135,14.1075,504,1.33831195343,8.57668459948
1539,3136,14.112,504,1.39514096715,8.61901504007
1540,3134,14.103,505,3.4247941328,2.64932340156
1541,3137,14.1165,506,3.46127095436,2.74353501106
1542,3139,14.1255,507,1.33628820282,8.48174975535
1543,3140,14.13,507,1.36201835943,8.52104442464
1544,3141,14.1345,507,1.44776568647,8.54740277834
1545,3142,14.139,507,1.35053460813,8.52139565729
1546,3143,14.1435,507,1.34250738582,8.53325481666
1547,3144,14.148,507,1.37357626052,8.53354437662
1548,3145,14.1525,507,1.36285083886,8.58397120496
1549,3146,14.157,507,1.40604325512,8.46458405138
1550,3147,14.1615,507,1.36464269679,8.56114223004
1551,3148,14.166,507,1.37231223981,8.58550714795
1552,3149,14.1705,507,1.37563004224,8.61855925158
1553,3142,14.139,508,3.03640599361,11.7522911452
1554,3143,14.1435,508,3.08750945009,11.6743089324
1555,3144,14.148,508,3.03499220131,11.3948591417
1556,3147,14.1615,509,2.82589040954,11.5251171222
1557,3148,14.166,509,2.82226939815,11.4764788495
1558,3149,14.1705,509,3.01940141224,11.447231032
1559,3150,14.175,509,2.84425241104,11.4123197241
1560,3151,14.1795,509,2.65639262643,11.3112311582
1561,3152,14.184,509,2.54323349143,11.5501464689
1562,3153,14.1885,509,2.55769807739,11.5882955929
1563,3149,14.1705,510,3.19673111101,2.77373631071
1564,3151,14.1795,511,1.38017106924,8.57752155531
1565,3152,14.184,511,1.35589134064,8.5331872801
1566,3153,14.1885,511,1.38855934921,8.58716368058
1567,3154,14.193,511,1.35535970747,8.5488221174
1568,3156,14.202,512,1.31058375205,8.52919861556
1569,3157,14.2065,512,1.39725963456,8.66772606048
1570,3156,14.202,513,2.91263632352,11.6612624604
1571,3159,14.2155,514,1.44394367197,8.57385757516
1572,3160,14.22,514,1.40026798211,8.57352709345
1573,3159,14.2155,515,2.78957400988,11.6845945642
1574,3160,14.22,515,2.84553432024,11.7442707478
1575,3161,14.2245,515,2.65882808523,11.596739858
1576,3162,14.229,515,2.77293654912,11.8088054698
1577,3162,14.229,516,1.44672266745,8.59023037781
1578,3164,14.238,517,1.36605758379,8.57464746892
1579,3165,14.2425,517,1.49708213394,8.58582109975
1580,3167,14.2515,518,1.40216606632,8.60796810191
1581,3168,14.256,518,1.42653652117,8.5231452645
1582,3169,14.2605,518,1.36461320244,8.51181955272
1583,3170,14.265,518,1.40668384509,8.5772802505
1584,3171,14.2695,518,1.44051330122,8.58333978991
1585,3172,14.274,518,1.38089588139,8.49292305981
1586,3173,14.2785,518,1.40289777009,8.52756542769
1587,3174,14.283,518,1.35074871809,8.56412458665
1588,3176,14.292,519,1.37131149929,8.58412051899
1589,3177,14.2965,519,1.36897357331,8.5102100222
1590,3178,14.301,519,1.3947358579,8.6161066884
1591,3179,14.3055,519,1.3665694384,8.58775397389
1592,3180,14.31,519,1.45724264086,8.5252439763
1593,3181,14.3145,519,1.49357933901,8.57770065103
1594,3182,14.319,519,1.34030829339,8.5467987406
1595,3183,14.3235,519,1.431771079,8.61690770763
1596,3184,14.328,519,1.45566399937,8.56711165813
1597,3185,14.3325,519,1.4033436782,8.54943327787
1598,3186,14.337,519,1.36772335513,8.62556087278
1599,3187,14.3415,519,1.45421159112,8.52552537629
1600,3188,14.346,519,1.34817450071,8.59145034492
1601,3189,14.3505,519,1.34028184774,8.62499849892
1602,3190,14.355,519,1.4056349727,8.61720753764
1603,3189,14.3505,520,2.59417564627,11.8262953428
1604,3190,14.355,520,2.53275247133,11.5049280023
1605,3191,14.3595,521,7.01209958677,11.9631519592
1606,3192,14.364,522,1.33360171311,8.60134297812
1607,3193,14.3685,522,1.3080237099,8.58793010099
1608,3194,14.373,522,1.32859892621,8.56815915404
1609,3195,14.3775,522,1.38958977162,8.63215308998
1610,3196,14.382,522,1.34443793246,8.57083837236
1611,3195,14.3775,523,7.13234258503,12.0639527192
1612,3196,14.382,523,7.16433047118,12.1457205466
1613,3197,14.3865,523,7.10152484437,11.9160313949
1614,3199,14.3955,524,2.60500313194,12.0595366836
1615,3200,14.4,524,2.34961678754,12.2945941577
1616,3201,14.4045,524,2.31380980586,12.0698927647
1617,3202,14.409,524,2.4041430049,11.9767914191
1618,3203,14.4135,524,2.42407517852,11.8364955238
1619,3201,14.4045,525,1.38414470617,8.57807240083
1620,3202,14.409,525,1.44537473901,8.68221601274
1621,3203,14.4135,526,6.85267499845,12.7203187382
1622,3204,14.418,526,6.76702877646,12.6735897617
1623,3205,14.4225,526,6.72687808282,12.5741361228
1624,3206,14.427,526,6.61248401495,12.3935646957
1625,3207,14.4315,526,6.13486710577,12.4849935504
1626,3205,14.4225,527,1.40245681399,8.64089592197
1627,3206,14.427,527,1.41420004623,8.57107114005
1628,3207,14.4315,527,1.34347037638,8.61944494848
1629,3209,14.4405,528,6.06720027553,12.68200265
1630,3211,14.4495,529,1.39209883098,8.53452295718
1631,3212,14.454,529,1.4032970817,8.62025669613
1632,3213,14.4585,529,1.40093931615,8.50446749287
1633,3215,14.4675,530,1.34874366128,8.53108146439
1634,3216,14.472,530,1.38377907989,8.58803278329
1635,3217,14.4765,530,1.40247953674,8.63001008449
1636,3218,14.481,530,1.34302199087,8.54967630767
1637,3219,14.4855,530,1.37200481401,8.62328753626
1638,3220,14.49,530,1.3160268202,8.53690763531
1639,3221,14.4945,530,1.36152640704,8.60170145099
1640,3223,14.5035,531,1.3457865832,8.55591294574
1641,3224,14.508,531,1.40186242896,8.51259802844
1642,3225,14.5125,531,1.31271655639,8.47628852793
1643,3226,14.517,531,1.382559968,8.54655812174
1644,3227,14.5215,531,1.39086025888,8.550141449
1645,3228,14.526,531,1.23841798681,8.56566565378
1646,3229,14.5305,531,1.3843966234,8.5451794743
1647,3230,14.535,531,1.33869208518,8.55436570815
1648,3231,14.5395,531,1.33363995445,8.54472459598
1649,3235,14.5575,532,1.36649503918,8.58898268666
1650,3237,14.5665,533,1.4449458604,8.56744866987
1651,3238,14.571,533,1.39618101323,8.67797077442
1652,3239,14.5755,533,1.33081140652,8.64321978105
1653,3240,14.58,533,1.41289300449,8.56408363029
1654,3241,14.5845,533,1.34709565706,8.60015014636
1655,3242,14.589,533,1.34206640668,8.53728890546
1656,3243,14.5935,533,1.43418794113,8.55794883844
1657,3244,14.598,533,1.35521554371,8.54911488356
1658,3245,14.6025,533,1.24992799564,8.54918441363
1659,3246,14.607,533,1.28819156126,8.60004505215
1660,3241,14.5845,534,4.60004394655,11.2201534922
1661,3242,14.589,534,4.44443058143,11.0631899584
1662,3243,14.5935,534,4.49931544561,11.2056772697
1663,3244,14.598,534,4.64612258074,11.0622625159
1664,3247,14.6115,535,4.3689602022,11.031387578
1665,3248,14.616,536,1.41242260568,8.64858560556
1666,3249,14.6205,536,1.44190799798,8.57835630748
1667,3250,14.625,536,1.36735078793,8.50331624372
1668,3251,14.6295,536,1.37129467873,8.59220047486
1669,3252,14.634,536,1.34456274749,8.58747036348
1670,3253,14.6385,536,1.33704656989,8.55474739478
1671,3254,14.643,536,1.39732043952,8.56106432211
1672,3249,14.6205,537,4.43546192942,10.988852427
1673,3252,14.634,538,4.31558727498,10.9770877959
1674,3253,14.6385,538,4.29434074012,11.0443594716
1675,3254,14.643,538,4.44188917459,10.9239600744
1676,3256,14.652,539,4.44225441813,10.8646524025
1677,3257,14.6565,539,4.32654671836,10.8730420181
1678,3258,14.661,539,4.32714969309,10.9478009441
1679,3259,14.6655,539,4.30333714389,10.9188595341
1680,3257,14.6565,540,1.38572703082,8.61381435737
1681,3259,14.6655,541,1.36662586169,8.55793781443
1682,3260,14.67,541,1.33016697592,8.56496392584
1683,3261,14.6745,541,1.31605755275,8.52697046412
1684,3262,14.679,541,1.32036331495,8.62433534065
1685,3263,14.6835,541,1.28104010737,8.54744711466
1686,3264,14.688,541,1.28362884633,8.55998810076
1687,3265,14.6925,541,1.30050418587,8.65094475184
1688,3266,14.697,541,1.34664559086,8.51707698808
1689,3267,14.7015,541,1.35420318771,8.54600091201
1690,3268,14.706,541,1.32405306601,8.5361790988
1691,3269,14.7105,541,1.33558865576,8.62238891711
1692,3270,14.715,541,1.30380464921,8.59790977389
1693,3271,14.7195,541,1.33341974525,8.58168665673
1694,3272,14.724,541,1.34493174615,8.63066994964
1695,3273,14.7285,541,1.35536255671,8.61626016077
1696,3274,14.733,541,1.39728100902,8.59575609484
1697,3260,14.67,542,3.05891288243,10.8458070008
1698,3261,14.6745,543,4.31619070034,10.902279066
1699,3263,14.6835,544,4.38557318068,10.9653700116
1700,3266,14.697,545,4.41195453492,10.8978209745
1701,3270,14.715,546,4.39954937654,11.0702517554
1702,3271,14.7195,546,4.32408212875,11.1909272359
1703,3273,14.7285,547,4.38300525972,11.2075314458
1704,3274,14.733,547,4.25062201077,11.1985906894
1705,3275,14.7375,547,4.35647853777,11.2339180982
1706,3276,14.742,547,4.32186937819,11.1561206649
1707,3277,14.7465,548,1.30270174795,8.58356395006
1708,3278,14.751,548,1.37164962058,8.54130742253
1709,3279,14.7555,548,1.35425550248,8.55315158399
1710,3280,14.76,548,1.34753598299,8.48889211521
1711,3281,14.7645,548,1.34521607007,8.58459327734
1712,3282,14.769,548,1.32916753645,8.59803807603
1713,3280,14.76,549,4.32462768383,11.174633925
1714,3281,14.7645,549,4.41792451228,11.0325367166
1715,3284,14.778,550,1.29125327794,8.57890792192
1716,3285,14.7825,550,1.32001536081,8.6276711855
1717,3286,14.787,550,1.33235622321,8.58993954535
1718,3287,14.7915,550,1.28150053396,8.5370859019
1719,3288,14.796,550,1.31425408931,8.5825056863
1720,3289,14.8005,550,1.32082260061,8.62848378538
1721,3290,14.805,550,1.31953661595,8.55904383947
1722,3291,14.8095,550,1.36306945834,8.5666105256
1723,3285,14.7825,551,4.50323369167,10.9589699157
1724,3287,14.7915,552,4.37828482365,11.1684355813
1725,3290,14.805,553,4.45489560808,11.236778609
1726,3291,14.8095,553,4.42289312566,11.2005853317
1727,3292,14.814,553,4.38079462071,11.1901168797
1728,3293,14.8185,554,1.39429036086,8.60616082209
1729,3294,14.823,555,4.39812594397,11.215367139
1730,3295,14.8275,555,4.46013945555,11.1670757625
1731,3296,14.832,555,4.39170927827,11.0814657229
1732,3297,14.8365,555,4.43714283359,11.0672848726
1733,3298,14.841,555,4.35639521226,11.0190158961
1734,3295,14.8275,556,1.33655427707,8.60139329446
1735,3296,14.832,556,1.30006021993,8.56253456535
1736,3298,14.841,557,1.26259219708,8.58317393424
1737,3299,14.8455,557,1.37370869898,8.5513186514
1738,3300,14.85,558,4.33469375304,10.960681243
1739,3301,14.8545,558,4.46449863262,10.9900279047
1740,3302,14.859,558,4.34443310022,10.9929524695
1741,3303,14.8635,558,4.3548830067,11.0106676017
1742,3304,14.868,558,4.35999824405,10.9235427701
1743,3302,14.859,559,1.37454094256,8.54955156404
1744,3304,14.868,560,1.27202597081,8.50550708881
1745,3306,14.877,561,1.28490913033,8.48737254359
1746,3306,14.877,562,4.32866625883,10.9359269798
1747,3307,14.8815,562,4.3862674034,10.9546761554
1748,3308,14.886,562,4.35076086607,11.0420549162
1749,3309,14.8905,562,4.27302889439,10.9296219251
1750,3310,14.895,562,4.37530805548,11.0124298392
1751,3309,14.8905,563,1.36160911874,8.53960404196
1752,3310,14.895,563,1.39250633297,8.59492350082
1753,3311,14.8995,563,1.36478269218,8.53549073998
1754,3312,14.904,563,1.34625355397,8.6220560118
1755,3312,14.904,564,4.3567336141,10.9764964091
1756,3313,14.9085,564,4.42958521108,10.9662617175
1757,3314,14.913,564,4.37012520328,10.9952312094
1758,3315,14.9175,564,4.27196017793,10.9567175986
1759,3316,14.922,564,4.39716432294,10.9185211413
1760,3317,14.9265,564,4.41097870661,10.9459010925
1761,3314,14.913,565,1.37064661705,8.55738212548
1762,3315,14.9175,565,1.30547552612,8.58047337342
1763,3316,14.922,565,1.37144289252,8.59017511867
1764,3317,14.9265,565,1.28050312426,8.52956952694
1765,3318,14.931,565,1.41819739559,8.52476825791
1766,3319,14.9355,565,1.28768560124,8.58343398084
1767,3320,14.94,565,1.35557951741,8.55994706429
1768,3319,14.9355,566,4.44218470488,10.9847053539
1769,3320,14.94,566,4.37628183886,10.964868891
1770,3321,14.9445,566,4.29252882292,10.935424961
1771,3322,14.949,566,4.37202408164,10.9951747467
1772,3323,14.9535,566,4.40861232332,10.9204588102
1773,3324,14.958,566,4.40130379995,10.9445628831
1774,3325,14.9625,566,4.43104647702,10.9295483407
1775,3322,14.949,567,1.33111420914,8.51990334213
1776,3327,14.9715,568,4.40870418066,10.9498814693
1777,3328,14.976,568,4.39814088357,10.9786924734
1778,3329,14.9805,568,4.42119055117,10.9741886436
1779,3330,14.985,568,4.37849632388,10.911285059
1780,3331,14.9895,568,4.40491459529,10.9622564359
1781,3332,14.994,568,4.38147493112,11.019253265
1782,3333,14.9985,568,4.37928417445,10.967728692
1783,3334,15.003,568,4.35627713108,11.1466428938
1784,3329,14.9805,569,1.3569886332,8.59074549495
1785,3330,14.985,569,1.27789823432,8.4641991658
1786,3331,14.9895,569,1.36526224908,8.55311806402
1787,3332,14.994,569,1.37723887802,8.57684257275
1788,3333,14.9985,569,1.36350718327,8.61201512018
1789,3334,15.003,569,1.3304943979,8.59560626939
1790,3335,15.0075,569,1.33718685001,8.56565975459
1791,3336,15.012,569,1.27670446476,8.54481342945
1792,3337,15.0165,569,1.29461421706,8.69362036771
1793,3338,15.021,569,1.31309117816,8.5412464105
1794,3336,15.012,570,4.38551201737,11.1245217301
1795,3337,15.0165,570,4.49008494393,11.1274691097
1796,3338,15.021,570,4.29289981819,11.056137046
1797,3340,15.03,571,1.30099843029,8.57486356251
1798,3342,15.039,572,1.3479923788,8.6182948863
1799,3343,15.0435,572,1.32173205241,8.55261134761
1800,3344,15.048,572,1.29004707759,8.52856294118
1801,3345,15.0525,572,1.39183240985,8.57381268485
1802,3350,15.075,573,1.39663673568,8.61780742974
1803,3351,15.0795,573,1.37428482794,8.62285938673
1804,3352,15.084,573,1.36461373328,8.5312101781
1805,3353,15.0885,573,1.39668325282,8.68536890118
1806,3354,15.093,573,1.32122466543,8.61740321811
1807,3355,15.0975,573,1.41878251145,8.63701754123
1808,3356,15.102,573,1.43933281789,8.59070596747
1809,3357,15.1065,573,1.3625765526,8.57209514789
1810,3358,15.111,573,1.41382410779,8.63116072167
1811,3363,15.1335,574,1.35371104376,8.58006908903
1812,3364,15.138,574,1.3357667034,8.54508070863
1813,3365,15.1425,574,1.29982222807,8.53937994932
1814,3366,15.147,574,1.3276692432,8.588040141
1815,3367,15.1515,574,1.38066516617,8.56972949391
1816,3368,15.156,574,1.34535101967,8.5595787526
1817,3369,15.1605,574,1.36827876279,8.56437407257
1818,3370,15.165,574,1.36580554133,8.56549308584
1819,3371,15.1695,574,1.36859495834,8.50143629803
1820,3372,15.174,574,1.44963920925,8.57080703698
1821,3373,15.1785,574,1.3680939687,8.54194981379
1822,3374,15.183,574,1.4380885372,8.57402082185
1823,3375,15.1875,574,1.39510120751,8.51014652397
1824,3376,15.192,574,1.36027776603,8.4920699405
1825,3377,15.1965,574,1.36910407367,8.57003110037
1826,3377,15.1965,575,2.27109024168,6.41346258532
1827,3378,15.201,575,2.25678380401,6.21044418115
1828,3379,15.2055,576,1.38196924184,8.59963241275
1829,3380,15.21,576,1.4077540761,8.62087691094
1830,3381,15.2145,576,1.35485791078,8.54696014996
1831,3382,15.219,576,1.33218511239,8.5833393128
1832,3383,15.2235,576,1.45432671953,8.50366399934
1833,3384,15.228,576,1.35179318885,8.55719296909
1834,3385,15.2325,576,1.36296085619,8.58812881379
1835,3386,15.237,576,1.38602800536,8.56247287372
1836,3387,15.2415,576,1.38248345231,8.49588752584
1837,3388,15.246,576,1.45317710755,8.57390489762
1838,3389,15.2505,576,1.40398881805,8.53492325886
1839,3390,15.255,576,1.36036408959,8.51068224394
1840,3391,15.2595,576,1.43067816585,8.54738824975
1841,3392,15.264,576,1.34060925896,8.52624564376
1842,3393,15.2685,576,1.45547603716,8.56104165553
1843,3394,15.273,576,1.39987137203,8.51289851501
1844,3395,15.2775,576,1.39811800705,8.59703161749
1845,3381,15.2145,577,2.07208254724,5.48159338799
1846,3382,15.219,578,5.56742240036,7.40570221229
1847,3397,15.2865,579,1.40692724218,8.56309897701
1848,3399,15.2955,580,1.41377046902,8.56002361385
1849,3400,15.3,580,1.37265192426,8.49710968608
1850,3401,15.3045,580,1.40823127396,8.55182947017
1851,3402,15.309,580,1.35580240106,8.54193195666
1852,3403,15.3135,580,1.39257909373,8.58790412233
1853,3404,15.318,580,1.40779238864,8.61420265129
1854,3405,15.3225,580,1.33090548159,8.63205941573
1855,3406,15.327,580,1.37316940603,8.57558715714
1856,3407,15.3315,580,1.39981070131,8.54316222743
1857,3409,15.3405,581,1.36470906973,8.52223269901
1858,3410,15.345,581,1.39257900207,8.63353537334
1859,3411,15.3495,581,1.36176544949,8.63166550056
1860,3412,15.354,581,1.37577953531,8.56511324024
1861,3413,15.3585,581,1.38767125904,8.53700572935
1862,3414,15.363,581,1.33029810559,8.57618088923
1863,3415,15.3675,581,1.34516477942,8.51247968136
1864,3416,15.372,581,1.35542982405,8.54163117962
1865,3417,15.3765,581,1.40932648406,8.62361343419
1866,3418,15.381,581,1.33374906537,8.61518649527
1867,3419,15.3855,581,1.34984179361,8.57863630255
1868,3420,15.39,581,1.35112224053,8.52428315662
1869,3421,15.3945,581,1.44612335683,8.65378014783
1870,3412,15.354,582,2.53614486064,3.04773134609
1871,3423,15.4035,583,1.38470690825,8.5908087845
1872,3432,15.444,584,2.46538697521,3.07596953208
1873,3461,15.5745,585,0.858658405214,7.51542545684
1874,3461,15.5745,586,5.58812382329,4.4625833018
1875,3473,15.6285,587,6.70524306099,12.9900564898
1876,3474,15.633,588,1.1383725512,5.81250134603
1877,3475,15.6375,588,1.21023778798,5.64552552927
1878,3476,15.642,588,1.11109046499,5.54992299801
1879,3477,15.6465,588,1.15216527975,5.57669273512
1880,3478,15.651,588,1.42251041174,5.81634355159
1881,3479,15.6555,588,1.67327056869,5.75266128507
1882,3480,15.66,588,1.67289015246,5.99607673053
1883,3481,15.6645,588,1.34975981288,6.14568461852
1884,3482,15.669,588,1.4744969125,5.49317768189
1885,3477,15.6465,589,2.24172250332,3.44980915893
1886,3491,15.7095,590,2.05031780794,5.42823036648
1887,3493,15.7185,591,1.49468621528,5.19162941035
1888,3494,15.723,591,1.10855872154,5.20197417439
1889,3495,15.7275,591,1.05213226912,5.70928102478
1890,3502,15.759,592,0.976342276375,6.47782767715
1891,3506,15.777,593,5.63875470951,9.39298523956
1892,3509,15.7905,594,5.74289837261,9.42048554658
1893,3510,15.795,594,5.7622272577,9.45738389218
1894,3512,15.804,595,5.57167337174,9.55733702732
1895,3516,15.822,596,0.948726635254,7.82139512463
1896,3519,15.8355,597,2.40701328345,3.03888209685
1897,3520,15.84,597,2.39548239636,3.10984595482
1898,3519,15.8355,598,5.75600735528,9.42714942477
1899,3522,15.849,599,2.28088880616,3.15134793975
1900,3523,15.8535,599,2.23133091177,3.00843889075
1901,3524,15.858,600,5.72092606951,9.30380132078
1902,3525,15.8625,601,2.44990482826,3.01305576207
1903,3529,15.8805,602,5.90336893155,9.43164548556
1904,3530,15.885,602,5.77801112119,9.48297688985
1905,3532,15.894,603,2.38742688242,1.47910396889
1906,3533,15.8985,604,5.73756066483,9.33535152369
1907,3537,15.9165,605,5.70922116921,9.4197742371
1908,3538,15.921,605,5.87634095175,9.29133172857
1909,3539,15.9255,605,5.78893943063,9.44668213094
1910,3538,15.921,606,1.81926600769,7.42163314512
1911,3544,15.948,607,1.62766947191,8.46814413948
1912,3544,15.948,608,5.85302458093,9.4242541059
1913,3550,15.975,609,5.82167918107,9.42210758726
1914,3555,15.9975,610,5.89063029906,9.58056504365
1915,3560,16.02,611,5.67511302507,9.62389265584
1916,3561,16.0245,611,5.79869891018,9.31707187052
1917,3562,16.029,611,5.74474201837,9.48824633028
1918,3563,16.0335,611,5.78970727021,9.48543880365
1919,3564,16.038,611,5.79965867161,9.36151194312
1920,3572,16.074,612,5.83434176733,9.47377138738
1921,3577,16.0965,613,5.8863690951,9.38672810151
1922,3579,16.1055,614,5.69305933813,9.34511480877
1923,3582,16.119,615,5.68662054894,9.47903478265
1924,3583,16.1235,616,1.71831623194,9.17500563507
1925,3584,16.128,616,1.87827081873,9.11336497817
1926,3585,16.1325,616,1.8253599657,9.08137700957
1927,3588,16.146,617,1.84065187591,9.18152979696
1928,3589,16.1505,617,1.62475732744,9.15552628257
1929,3610,16.245,618,1.62030788548,9.10532617146
1930,3611,16.2495,618,1.6632577053,9.01871260411
1931,3611,16.2495,619,1.57520401581,3.35536808403
1932,3613,16.2585,620,1.36988196242,9.42245639553
1933,3615,16.2675,621,1.58532252373,9.83522706551
1934,3644,16.398,622,6.00792999058,8.78218064167
1935,3645,16.4025,622,5.97494140541,8.74195742992
1936,3662,16.479,623,5.8329556603,5.16693893909
1937,3663,16.4835,623,5.9683660536,5.17135951518
1938,3665,16.4925,624,5.99018872033,5.18432051411
1939,3666,16.497,624,5.90252610743,5.34761285327
1940,3667,16.5015,624,5.86611620012,5.23039782758
1941,3669,16.5105,625,7.18748395183,2.67735139644
1942,3671,16.5195,626,5.9508622602,5.26530212772
1943,3675,16.5375,627,5.91122040186,5.29631168078
1944,3676,16.542,627,5.95422785824,5.22527666383
1945,3677,16.5465,627,5.90455596005,5.37717570744
1946,3682,16.569,628,5.87659677041,5.29782645577
1947,3689,16.6005,629,0.920264600358,6.72416904312
1948,3689,16.6005,630,5.86151604207,5.28509606889
1949,3690,16.605,630,5.83334243559,5.32028208251
1950,3694,16.623,631,5.68847503966,5.40387736968
1951,3695,16.6275,631,5.67902702209,5.15246554839
1952,3698,16.641,632,5.76680086073,5.22444609056
1953,3699,16.6455,632,5.73578355144,5.26838766578
1954,3702,16.659,633,5.93838619749,5.25885699171
1955,3704,16.668,634,5.61748851659,5.13523061831
1956,3711,16.6995,635,1.21989634762,6.2174043077
1957,3716,16.722,636,3.19860426143,10.7999098183
1958,3717,16.7265,636,3.03754088113,11.0129303299
1959,3718,16.731,636,3.13703472767,10.9471479467
1960,3719,16.7355,636,3.1013472132,10.9623247917
1961,3720,16.74,636,3.17920738429,10.999406834
1962,3721,16.7445,636,3.09331727673,11.0024530479
1963,3723,16.7535,637,3.16518934513,10.9413114451
1964,3731,16.7895,638,3.53346115426,10.9470222681
1965,3732,16.794,638,3.43787173753,11.0189799984
1966,3734,16.803,639,3.439508961,10.9946211989
1967,3740,16.83,640,3.45372470017,10.8205650319
1968,3744,16.848,641,4.38772463786,10.026599091
1969,3750,16.875,642,3.71557036228,10.8742864864
1970,3751,16.8795,642,3.52278026458,10.9268340815
1971,3760,16.92,643,3.90615020561,10.9917651729
1972,3762,16.929,644,3.83858439939,10.9513570498
1973,3764,16.938,645,3.86715478054,10.8418883292
1974,3769,16.9605,646,3.92802064338,10.7832281643
1975,3770,16.965,646,3.85354983321,10.890839053
1976,3772,16.974,647,3.95893196495,11.1197198802
1977,3773,16.9785,647,3.95685063033,11.0329908197
1978,3774,16.983,647,3.94580179212,11.0126056743
1979,3775,16.9875,647,3.98170372931,11.0595233613
1980,3776,16.992,647,4.01411992466,10.896872036
1981,3777,16.9965,647,3.89087629214,10.9971100618
1982,3779,17.0055,648,3.95477169791,10.9171762409
1983,3780,17.01,648,3.84735628826,11.1378527875
1984,3782,17.019,649,3.86359602837,11.0842158293
1985,3783,17.0235,649,3.8935494296,11.0522556593
1986,3784,17.028,649,3.97692646146,11.0182175041
1987,3785,17.0325,649,3.93821575152,11.001173192
1988,3786,17.037,649,3.9325501909,11.0387016219
1989,3789,17.0505,650,3.90194207456,10.8905081699
1990,3790,17.055,650,3.93448973841,10.9673590066
1991,3791,17.0595,650,3.89011219717,11.0100846481
1992,3792,17.064,650,3.86725288758,10.9854306745
1993,3793,17.0685,650,3.87766101588,10.9207696736
1994,3796,17.082,651,3.94776401164,10.9813678649
1995,3798,17.091,652,3.89461091306,11.1347356893
1996,3800,17.1,653,3.93410500108,11.0484184937
1997,3801,17.1045,653,3.72789395268,11.12239011
1998,3803,17.1135,654,3.78325376999,11.027157481
1999,3806,17.127,655,3.84668993878,10.9055516017
2000,3807,17.1315,655,3.81847033744,11.0248942169
2001,3808,17.136,655,4.06963130645,11.0366335804
2002,3809,17.1405,655,3.87361350741,10.9053729534
2003,3810,17.145,655,3.83961108124,10.8354972976
2004,3812,17.154,656,3.99878660177,10.7855080231
2005,3813,17.1585,656,3.86873141151,10.8270848164
