 ,Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
188,ID4195,4195,14,330.191,5.822,2.892,0,728,728,0.250,1,-10921639,1669.048,1483,821,3393,35050,819.021,0.350,0.237,0.780
189,ID4197,4197,14,223.251,5.846,2.911,0,729,729,0.250,1,-10921639,1488.667,1316,609,2751,31262,627.229,0.350,0.209,0.819
190,ID4193,4193,14,384.620,5.801,2.893,0,730,730,0.250,1,-10921639,1633.667,1314,590,4119,34307,913.711,0.350,0.253,0.723
191,ID4196,4196,14,291.471,5.789,2.890,0,731,731,0.250,1,-10921639,1598.476,1345,603,3037,33568,684.593,0.350,0.258,0.957
192,ID4198,4198,14,292.266,5.832,2.940,0,732,732,0.250,1,-10921639,1653.238,1440,552,3165,34718,819.950,0.350,0.221,0.731
193,ID4201,4201,14,329.586,5.795,2.958,0,733,733,0.250,1,-10921639,1838.095,1795,600,3722,38600,833.004,0.350,0.275,0.953
194,ID4200,4200,14,314.103,5.802,2.906,0,734,734,0.250,1,-10921639,1757.381,1594,737,3695,36905,698.294,0.750,0.255,1.024
195,ID4202,4202,14,316.290,5.837,2.936,0,735,735,0.250,1,-10921639,1663.000,1262,556,3458,34923,876.246,0.350,0.259,0.782
196,ID4199,4199,14,338.482,5.788,2.909,0,736,736,0.250,1,-10921639,1688.714,1477,555,3385,35463,817.269,0.350,0.264,0.863
197,ID4203,4203,14,300.822,5.790,2.890,0,737,737,0.250,1,-10921639,1645.524,1494,631,3384,34556,674.248,0.350,0.244,0.957
198,ID4204,4204,14,150.021,5.762,2.989,0,738,738,0.250,1,-10921639,1108.952,1035,712,2266,23288,392.759,0.750,0.152,0.743
199,ID4206,4206,14,339.266,5.861,2.947,0,739,739,0.250,1,-10921639,1771.905,1605,653,3644,37210,864.835,0.350,0.270,0.872
200,ID4205,4205,14,240.112,5.842,2.902,0,740,740,0.250,1,-10921639,1439.429,1388,484,2996,30228,644.045,0.350,0.194,0.727
201,ID4208,4208,None,117.031,4.814,7.163,0,741,741,0.250,1,-10921639,880.238,836,359,1661,18485,313.520,0.500,0.165,0.796
202,ID4207,4207,14,306.349,5.782,2.879,0,741,741,0.250,1,-10921639,1424.048,1254,760,3593,29905,657.905,0.350,0.236,0.826
203,ID4209,4209,14,189.317,5.822,2.906,0,742,742,0.250,1,-10921639,1359.857,1206,595,2203,28557,486.772,0.350,0.215,0.987
204,ID4211,4211,14,370.568,5.786,2.872,0,744,744,0.250,1,-10921639,1511.714,1186,744,4034,31746,796.000,0.350,0.257,0.776
205,ID4210,4210,14,248.690,5.860,2.904,0,745,745,0.250,1,-10921639,1303.571,1190,675,3098,27375,598.292,0.500,0.210,0.756
206,ID4216,4216,14,242.676,5.781,2.906,0,746,746,0.250,1,-10921639,1308.048,1040,405,2604,27469,596.036,0.350,0.233,0.830
207,ID4212,4212,14,256.320,5.812,2.868,0,747,747,0.250,1,-10921639,1599.429,1363,390,3011,33588,675.961,0.350,0.246,0.933
208,ID4213,4213,None,113.138,6.042,8.644,0,747,747,0.250,1,-10921639,870.095,889,431,1610,18272,282.781,0.350,0.117,0.644
209,ID4214,4214,14,302.891,5.804,2.955,0,748,748,0.250,1,-10921639,1650.762,1304,719,3392,34666,805.825,0.350,0.254,0.829
210,ID4215,4215,14,263.601,5.823,2.899,0,749,749,0.250,1,-10921639,1615.095,1454,587,2919,33917,659.591,0.350,0.255,0.995
211,ID4217,4217,14,302.382,5.833,2.891,0,750,750,0.250,1,-10921639,1658.905,1290,748,3394,34837,835.458,0.500,0.284,0.879
212,ID4218,4218,14,329.293,5.799,2.881,0,751,751,0.250,1,-10921639,1646.095,1629,711,3710,34568,761.199,0.750,0.263,0.900
213,ID4219,4219,14,266.482,5.802,2.921,0,752,752,0.250,1,-10921639,1433.381,1249,608,3182,30101,671.090,0.350,0.188,0.675
214,ID4220,4220,14,333.267,5.803,2.902,0,753,753,0.250,1,-10921639,1506.619,1372,543,3527,31639,780.369,0.350,0.242,0.751
215,ID4221,4221,14,275.721,5.802,2.905,0,754,754,0.250,1,-10921639,1505.952,1277,769,2969,31625,701.466,0.350,0.252,0.864
216,ID4222,4222,14,377.801,5.812,2.898,0,755,755,0.250,1,-10921639,1471.381,1020,581,3927,30899,884.538,0.350,0.252,0.669
217,ID4223,4223,None,109.778,6.047,7.030,0,755,755,0.250,1,-10921639,814.048,798,419,1643,17095,322.322,0.500,0.101,0.464
218,ID4224,4224,14,264.250,5.804,2.908,0,756,756,0.250,1,-10921639,1600.762,1509,635,2800,33616,685.354,0.350,0.247,0.924
219,ID4225,4225,17,131.532,3.122,8.528,0,756,756,0.250,1,-10921639,963.905,917,345,1778,20242,372.711,0.350,0.130,0.594
220,ID4226,4226,None,130.725,3.857,8.783,0,756,756,0.250,1,-10921639,1004.381,971,446,1809,21092,359.764,0.350,0.164,0.785
221,ID4228,4228,17,115.363,3.183,8.605,0,757,757,0.250,1,-10921639,1022.190,1045,558,1649,21466,366.109,0.500,0.166,0.794
222,ID4227,4227,14,308.368,5.823,2.876,0,757,757,0.250,1,-10921639,1532.952,1202,550,3357,32192,764.417,0.500,0.275,0.865
223,ID4234,4234,14,212.921,5.827,2.897,0,758,758,0.250,1,-10921639,1287.429,1270,371,2559,27036,552.034,0.350,0.205,0.795
224,ID4229,4229,None,108.455,9.065,2.242,0,759,759,0.250,1,-10921639,1043.286,959,757,1896,21909,299.869,0.750,0.137,0.841
225,ID4230,4230,14,293.000,5.818,2.884,0,759,759,0.250,1,-10921639,1436.333,1196,705,3377,30163,690.587,0.350,0.204,0.703
226,ID4231,4231,17,133.138,3.289,8.417,0,759,759,0.250,1,-10921639,895.905,815,473,1844,18814,403.100,0.950,0.094,0.380
227,ID4232,4232,14,263.309,5.828,2.939,0,760,760,0.250,1,-10921639,1613.429,1419,695,3139,33882,681.026,0.350,0.206,0.810
228,ID4233,4233,17,222.842,3.061,8.957,0,760,760,0.250,1,-10921639,1191.000,918,482,2298,25011,532.399,0.350,0.180,0.682
229,ID4240,4240,14,286.154,5.791,2.899,0,761,761,0.250,1,-10921639,1625.667,1289,698,3262,34139,680.772,0.350,0.228,0.887
230,ID4236,4236,14,223.093,5.830,2.870,0,762,762,0.250,1,-10921639,1343.000,1046,733,2559,28203,635.844,0.500,0.243,0.825
231,ID4235,4235,18,132.039,9.103,1.947,0,762,762,0.250,1,-10921639,1172.762,1205,412,2104,24628,390.568,0.350,0.120,0.645
232,ID4237,4237,18,109.402,9.087,2.547,0,763,763,0.250,1,-10921639,1127.000,1159,555,1708,23667,365.965,0.350,0.147,0.787
233,ID4238,4238,14,370.179,5.832,2.911,0,763,763,0.250,1,-10921639,1759.095,1473,851,3698,36941,908.674,0.350,0.294,0.879
234,ID4239,4239,None,133.024,3.501,8.426,0,763,763,0.250,1,-10921639,1072.429,1052,425,1911,22521,388.622,0.350,0.158,0.753
235,ID4241,4241,14,316.729,5.821,2.897,0,764,764,0.250,1,-10921639,1540.905,1191,758,3713,32359,784.050,0.350,0.227,0.728
236,ID4242,4242,None,105.920,9.468,1.993,0,765,765,0.250,1,-10921639,1103.571,1077,625,1959,23175,331.276,0.750,0.116,0.693
237,ID4243,4243,14,291.236,5.829,2.908,0,765,765,0.250,1,-10921639,1523.857,1376,682,3402,32001,754.889,0.350,0.252,0.812
238,ID4246,4246,14,318.865,5.808,2.891,0,766,766,0.250,1,-10921639,1696.476,1512,517,3361,35626,776.485,0.350,0.279,0.952
239,ID4244,4244,None,133.610,9.286,1.942,0,767,767,0.250,1,-10921639,1084.048,973,648,2021,22765,356.611,0.350,0.092,0.515
240,ID4245,4245,14,184.056,5.797,2.892,0,767,767,0.250,1,-10921639,1188.381,1071,548,2415,24956,469.682,0.350,0.171,0.739
241,ID4247,4247,None,111.744,9.413,2.077,0,769,769,0.250,1,-10921639,918.095,865,522,1770,19280,268.562,0.950,0.106,0.655
242,ID4248,4248,None,104.743,7.692,8.250,0,788,788,0.250,1,-10921639,936.190,905,410,1683,19660,327.568,0.950,0.084,0.444
243,ID4249,4249,19,149.229,7.935,8.368,0,791,791,0.250,1,-10921639,1158.810,1034,518,2096,24335,434.001,0.750,0.162,0.743
244,ID4250,4250,19,281.083,8.350,8.030,0,792,792,0.250,1,-10921639,1409.000,1218,583,3124,29589,625.025,0.350,0.235,0.859
245,ID4251,4251,19,108.088,8.431,7.908,0,793,793,0.250,1,-10921639,926.048,830,572,1605,19447,332.679,0.350,0.143,0.698
246,ID4252,4252,19,261.179,8.493,7.908,0,795,795,0.250,1,-10921639,1401.238,1269,685,3148,29426,626.014,0.350,0.220,0.808
247,ID4253,4253,19,207.095,8.156,7.739,0,796,796,0.250,1,-10921639,1199.524,1125,534,2460,25190,535.185,0.350,0.219,0.804
248,ID4254,4254,19,247.800,7.394,8.144,0,797,797,0.250,1,-10921639,1453.857,1218,760,3007,30531,587.232,0.350,0.191,0.793
249,ID4256,4256,19,155.294,7.627,8.289,0,798,798,0.250,1,-10921639,1002.095,993,547,1989,21044,386.579,0.750,0.186,0.812
250,ID4257,4257,19,276.949,7.194,8.099,0,799,799,0.250,1,-10921639,1539.476,1318,693,3210,32329,681.632,0.350,0.235,0.861
251,ID4255,4255,19,123.749,6.958,8.020,0,800,800,0.250,1,-10921639,1218.333,1238,595,2185,25585,380.315,0.350,0.132,0.746
252,ID4261,4261,19,169.745,6.870,8.236,0,801,801,0.250,1,-10921639,1156.714,1089,405,2153,24291,440.698,0.350,0.168,0.755
253,ID4259,4259,19,142.924,6.432,8.136,0,802,802,0.250,1,-10921639,1541.238,1480,932,2164,32366,340.346,0.750,0.195,1.478
254,ID4258,4258,19,336.136,6.277,8.278,0,803,803,0.250,1,-10921639,1577.476,1322,703,3357,33127,805.282,0.350,0.262,0.814
255,ID4260,4260,19,115.402,6.340,8.618,0,804,804,0.250,1,-10921639,1075.333,1011,596,1694,22582,344.462,0.500,0.167,0.895
256,ID4263,4263,19,255.628,6.445,8.631,0,806,806,0.250,1,-10921639,1386.286,1233,557,2807,29112,598.625,0.350,0.263,0.966
257,ID4262,4262,19,102.456,6.145,8.342,0,807,807,0.250,1,-10921639,954.619,887,518,1720,20047,308.261,0.500,0.130,0.712
258,ID4264,4264,20,121.455,4.951,8.296,0,814,814,0.250,1,-10921639,809.476,794,361,1577,16999,282.938,0.350,0.142,0.710
259,ID4265,4265,20,128.998,5.440,8.320,0,815,815,0.250,1,-10921639,1023.333,1031,383,1811,21490,405.842,0.350,0.109,0.497
260,ID4266,4266,20,103.805,5.385,7.601,0,816,816,0.250,1,-10921639,932.905,895,396,1624,19591,334.800,0.350,0.137,0.672
261,ID4267,4267,20,125.538,5.301,7.923,0,817,817,0.250,1,-10921639,956.238,917,314,1846,20081,393.059,0.350,0.141,0.603
262,ID4268,4268,None,109.632,11.086,4.282,0,837,837,0.250,1,-10921639,881.000,785,531,1579,18501,328.613,0.500,0.151,0.702
263,ID4269,4269,None,104.567,8.855,3.041,0,844,844,0.250,1,-10921639,949.857,972,497,1623,19947,283.537,0.350,0.106,0.639
264,ID4270,4270,None,135.545,3.360,0.000,0,845,845,0.250,1,-10921639,1115.571,1091,616,1736,23427,320.362,0.750,0.200,1.162
265,ID4271,4271,None,158.010,9.459,4.799,0,881,881,0.250,1,-10921639,896.762,761,460,2013,18832,373.800,0.350,0.153,0.638
266,ID4272,4272,21,100.796,9.258,5.523,0,935,935,0.250,1,-10921639,883.190,820,407,1503,18547,283.908,0.350,0.127,0.702
267,ID4273,4273,21,101.211,9.339,5.345,0,936,936,0.250,1,-10921639,867.762,765,521,1546,18223,298.608,0.750,0.123,0.638
268,ID4274,4274,None,161.254,3.360,0.000,0,938,938,0.250,1,-10921639,1038.667,1024,553,2016,21812,393.032,0.350,0.198,0.872
269,ID4275,4275,None,131.663,8.462,5.433,0,938,938,0.250,1,-10921639,925.048,861,523,1745,19426,331.685,0.350,0.171,0.815
270,ID4276,4276,None,101.696,8.852,5.430,0,954,954,0.250,1,-10921639,836.429,747,474,1475,17565,267.149,0.350,0.151,0.821
271,ID4277,4277,None,117.053,8.654,5.600,0,972,972,0.250,1,-10921639,733.524,717,317,1863,15404,321.657,0.350,0.050,0.219
272,ID4278,4278,None,134.837,4.984,7.009,0,984,984,0.250,1,-10921639,836.476,703,427,1756,17566,346.092,0.350,0.101,0.445
